"","WKT","ID","NAME","NAME_EN","TYPE","point"
"331","44.5115013075446 40.1426453743255",46919,"","","bus_stop",4
"332","44.5129201067043 40.1426685851102",46920,"HayPost 0041","","post_office",3
"333","44.5143541772239 40.1425806175678",46922,"","Market","supermarket/shop(food)",10
"334","44.5142616507497 40.1425898194862",46923,"","Anelik bank","bank/atm",10
"335","44.5161051733757 40.1424629839783",46924,"??????? ????","Prodigy Kids","School/kindergarten",7
"336","44.4800016126124 40.1455952779058",46927,"","","playground/attraction",4
"337","44.4818745101482 40.1444022984326",46928,"","Tntesakan","mall/shop(non-food)",14
"338","44.4807128986543 40.148859263745",46934,"","Amikus","supermarket/shop(food)",10
"339","44.4807058917951 40.1489514116977",46935,"","Amikus","healthcare",10
"340","44.4806633116507 40.1489797701707",46936,"??????","Vivaro","bookmaker",1
"341","44.4807509872224 40.1489260744564",46937,"","Amikus","supermarket/shop(food)",10
"342","44.481394719955 40.1476671655846",46941,"Basic Center","","mall/shop(non-food)",14
"343","44.480912594142 40.1490446581575",46943,"","Sazandari","restaurant/cafe",6
"344","44.4813180936612 40.1494913879484",46944,"","Market","supermarket/shop(food)",10
"345","44.4751705628459 40.1502317197215",46948,"«?? ?????? - ???» ?????????? ???????? ???????","""ON CLINIC - ANI"" INTERNATIONAL MEDICAL CENTER","healthcare",10
"346","44.474649180655 40.1514493838303",46949,"","Mterq","supermarket/shop(food)",10
"347","44.4748026129055 40.151544755382",46950,"","Market","supermarket/shop(food)",10
"348","44.4744655650109 40.151816656263",46951,"","Tntesakan","supermarket/shop(food)",10
"349","44.4745735425081 40.1518056017282",46952,"","Mterq","supermarket/shop(food)",10
"350","44.4745505456368 40.1518410998242",46953,"","Market","supermarket/shop(food)",10
"351","44.4769452745212 40.1501191804738",46954,"","","state institutions/NGO",4
"352","44.4777170171818 40.1496287159134",46956,"","","School/kindergarten",7
"353","44.4775408575546 40.1508674702731",46957,"","Market","supermarket/shop(food)",10
"354","44.4767570774692 40.1514794578114",46958,"31 ?????","School ?31","School/kindergarten",7
"355","44.4757878851091 40.1522596601142",46959,"","Market","supermarket/shop(food)",10
"356","44.476079927408 40.1522221023983",46960,"","Shinanyut","supermarket/shop(food)",10
"357","44.4775957446184 40.1509905823123",46961,"","Igrushki","mall/shop(non-food)",14
"358","44.4777499853527 40.1509456083361",46962,"","Tntesakan","supermarket/shop(food)",10
"359","44.4779134787344 40.1509728673756",46963,"","Laert Market","supermarket/shop(food)",10
"360","44.4737186158522 40.1523586009082",46964,"????? ??????????? ???????? ???????","Surb Astvatsamayr Medical Centre","healthcare",10
"361","44.4745967190424 40.1523433581304",46965,"??????????? N3","Policlinic No. 3","healthcare",10
"362","44.4774443784931 40.1535559722051",46967,"Store","Store","supermarket/shop(food)",10
"363","44.4779010819835 40.1535561095249",46968,"Market","Market","supermarket/shop(food)",10
"364","44.4771840467237 40.1541183634674",46969,"Kindergarden N75","","School/kindergarten",7
"365","44.4801292632142 40.1499008991196",46973,"","Market","supermarket/shop(food)",10
"366","44.4803753117706 40.1512431226513",46975,"","Market","supermarket/shop(food)",10
"367","44.4821487658045 40.1498560617492",46976,"?????????","","supermarket/shop(food)",10
"368","44.4813835808455 40.1505598608562",46977,"","Market","supermarket/shop(food)",10
"369","44.4828448703181 40.1504123039696",46978,"","Market","supermarket/shop(food)",10
"370","44.4824912934223 40.1508717960206",46980,"???? ??????? ????","ACBA","bank/atm",10
"371","44.4829541952882 40.1506766564707",46981,"","","mall/shop(non-food)",14
"372","44.4830053094279 40.1504897559258",46982,"?.?????? ??????????????? ???????","R.Papyan Dental Clinic","healthcare",10
"373","44.4831838945064 40.1503961681343",46983,"AMERIA BANK","","bank/atm",10
"374","44.4834066766968 40.1503387657273",46984,"Ucom","","mall/shop(non-food)",14
"375","44.4835504071423 40.1503319680706",46985,"Beeline","","mall/shop(non-food)",14
"376","44.4836395200185 40.1503518803963",46986,"??????? ???????? 24???","","healthcare",10
"377","44.4829834803665 40.1507296641731",46988,"","","mall/shop(non-food)",14
"378","44.4817118252503 40.1513809963717",46991,"????????? ???????","","mall/shop(non-food)",14
"379","44.4821161569597 40.1517175773559",46994,"HSBC","","bank/atm",10
"380","44.4819912911352 40.1518424730577",46995,"ARTSAKHBANK","","bank/atm",10
"381","44.4820763615926 40.1518213939202",46996,"???? ????","","supermarket/shop(food)",10
"382","44.4819435905936 40.1518941066178",46997,"","","mall/shop(non-food)",14
"383","44.4818116280783 40.1519778050845",46998,"VIVA CELL MTS","","mall/shop(non-food)",14
"384","44.4828071410762 40.1509176626596",46999,"??????? ?????? ????????","Garegin Nzhehi Hraparak","bus_stop",4
"385","44.4828290599691 40.1515528574947",47000,"?????? ??????????","","playground/attraction",4
"386","44.4835970297055 40.1509800082809",47001,"","Aqsesuatner","mall/shop(non-food)",14
"387","44.4834545569015 40.1512079675544",47002,"","Aqsesuarner","mall/shop(non-food)",14
"388","44.4831390685737 40.151412306301",47004,"","Aqsesuarner","mall/shop(non-food)",14
"389","44.4830036026288 40.1515284138298",47005,"","Aqsesuarner","mall/shop(non-food)",14
"390","44.4833248401744 40.1512977091428",47006,"","Aqsesuarner","mall/shop(non-food)",14
"391","44.4824955155041 40.152051616198",47007,"AREXIMBANK","","bank/atm",10
"392","44.4824152959493 40.1521401894284",47008,"","","mall/shop(non-food)",14
"393","44.482728897815 40.152160307208",47009,"PROCEDIT BANK","","bank/atm",10
"394","44.4836170621364 40.1518297706466",47010,"","","mall/shop(non-food)",14
"395","44.4835567851808 40.1518834640654",47011,"VAN","","supermarket/shop(food)",10
"396","44.4832956449277 40.1520392571334",47012,"","Market","supermarket/shop(food)",10
"397","44.4834285057582 40.151959060482",47013,"","","supermarket/shop(food)",10
"398","44.4834146717029 40.1519946958208",47014,"","","supermarket/shop(food)",10
"399","44.4795129290978 40.1534453609472",47015,"Music School Aft. Armen Tigranyan","","School/kindergarten",7
"400","44.480686488185 40.1534181715601",47021,"","","supermarket/shop(food)",10
"401","44.4790273896867 40.1541038076785",47023,"?????????? ????????","Ardshinbank ATM","bank/atm",10
"402","44.4788554521414 40.1542112595371",47024,"","","healthcare",10
"403","44.4791946559926 40.1540646718156",47025,"Houseware Store","House-ware Store","mall/shop(non-food)",14
"404","44.4795163426959 40.154297014924",47026,"Hardware Store","Hardware Store","mall/shop(non-food)",14
"405","44.4787395694697 40.1548541133352",47028,"ACBA (ATM)","","bank/atm",10
"406","44.4788092787358 40.1548048850795",47029,"ANELIK (ATM)","","bank/atm",10
"407","44.4786350055706 40.1549299124208",47030,"AMERIA (ATM)","","bank/atm",10
"408","44.4785285552095 40.1550160101925",47031,"HSBC (ATM)","","bank/atm",10
"409","44.4785812863166 40.154968910468",47032,"VTB (ATM)","","bank/atm",10
"410","44.4788359586997 40.1548773199483",47033,"","Natali Pharm","healthcare",10
"411","44.4788200585192 40.1549588176657",47034,"","Cash exchange","mall/shop(non-food)",14
"412","44.4792596041877 40.154465710353",47036,"","","beauty_salon",4
"413","44.4793951599641 40.1543947855452",47037,"?????????","Book Shop","mall/shop(non-food)",14
"414","44.4791943864981 40.1545231779309",47038,"HayPost 0039","","post_office",3
"415","44.4788916542473 40.1547542836134",47039,"CONVERSBANK (ATM)","","bank/atm",10
"416","44.4789989130922 40.1548199213287",47040,"UNIBANK (ATM)","","bank/atm",10
"417","44.4789021645361 40.1548857649564",47041,"","","bank/atm",10
"418","44.4798038934183 40.1540915176468",47042,"","","supermarket/shop(food)",10
"419","44.4813308497383 40.152916195845",47044,"Converse Bank - ""??????"" ????????","""Converse Bank"" (Araratyan Branch)","bank/atm",10
"420","44.4818599574406 40.1525060162443",47045,"","Mangal","restaurant/cafe",6
"421","44.4819162818089 40.1525351971648",47046,"ZAVIKI ZARSNOC","","restaurant/cafe",6
"422","44.4816616992574 40.1527139214469",47048,"","","supermarket/shop(food)",10
"423","44.4812080500389 40.1530171954972",47049,"VTB BANK","","bank/atm",10
"424","44.4829859956493 40.152474500836",47050,"","Supermarket","supermarket/shop(food)",10
"425","44.4832660005233 40.152496472364",47051,"","Shinanyut","supermarket/shop(food)",10
"426","44.4834655163479 40.1526561090337",47053,"","Shinanyut","supermarket/shop(food)",10
"427","44.481511860268 40.153942457923",47054,"","Tntesakan","mall/shop(non-food)",14
"428","44.4817118252503 40.1538081597065",47055,"","Market","supermarket/shop(food)",10
"429","44.4817969855392 40.1538301994627",47056,"","","supermarket/shop(food)",10
"430","44.4823939160455 40.1543709608351",47057,"","Market","supermarket/shop(food)",10
"431","44.4842644779616 40.144655206612",47058,"","Max Market","supermarket/shop(food)",10
"432","44.4843738927632 40.1441272090751",47059,"","Market","supermarket/shop(food)",10
"433","44.4844633649655 40.1447720810486",47060,"","","supermarket/shop(food)",10
"434","44.4846678215242 40.1450249191828",47061,"","Market","supermarket/shop(food)",10
"435","44.484761964966 40.1450126961767",47062,"","Igrushki","mall/shop(non-food)",14
"436","44.4843427212229 40.1453068717337",47063,"","Tntesakan","supermarket/shop(food)",10
"437","44.4845540049777 40.1452728122573",47064,"","Heraxos","supermarket/shop(food)",10
"438","44.4846646774207 40.1453114725085",47065,"Florist shop","","mall/shop(non-food)",14
"439","44.4850587683358 40.1443753801023",47066,"School ?110","","School/kindergarten",7
"440","44.4863140741139 40.1446028121901",47067,"","Market","supermarket/shop(food)",10
"441","44.4851251538354 40.1451084887774",47068,"","MARY Hanraxanut","supermarket/shop(food)",10
"442","44.4862793991439 40.1460541158684",47071,"","KAKACH Hanraxanut","mall/shop(non-food)",14
"443","44.485604674534 40.1463852985421",47072,"","Market","supermarket/shop(food)",10
"444","44.4858219770012 40.1463184853315",47073,"","Market","supermarket/shop(food)",10
"445","44.4862491259188 40.1467364616535",47074,"","Market","supermarket/shop(food)",10
"446","44.484954923089 40.1495165876508",47078,"HayPost 0046","","post_office",3
"447","44.4873716606979 40.1477214116208",47080,"","Market","supermarket/shop(food)",10
"448","44.487443256426 40.1477734603085",47081,"","","healthcare",10
"449","44.4874942807342 40.1477926867265",47082,"","Igrushki","mall/shop(non-food)",14
"450","44.4890686681011 40.1470592636867",47085,"???? ?????","","supermarket/shop(food)",10
"451","44.4886106171377 40.14744640437",47086,"","","supermarket/shop(food)",10
"452","44.4887635103991 40.1473344785035",47087,"Goodwin","Goodwin","bookmaker",1
"453","44.4884243963793 40.1476390812273",47089,"","eurofootball","bookmaker",1
"454","44.4881252573897 40.1477585598307",47090,"","","bus_stop",4
"455","44.4877932400607 40.1480144081333",47093,"Eco","","supermarket/shop(food)",10
"456","44.4881791563068 40.1478466579997",47094,"Magic Star","","pub/bar",4
"457","44.4882741082323 40.1481073125522",47096,"","","mall/shop(non-food)",14
"458","44.4874138815162 40.1483034894627",47097,"Ejanagin","","mall/shop(non-food)",14
"459","44.4875603967391 40.1481818145258",47098,"????????? ??????????","Currency exchange","mall/shop(non-food)",14
"460","44.4875209606981 40.1482142932407",47099,"","","healthcare",10
"461","44.491565984591 40.1452812584597",47104,"? 86 ???????? ??????? ????? ???????? ?????","School ?86 named after M. Saryan","School/kindergarten",7
"462","44.4898418480661 40.1460061859179",47106,"","Market","supermarket/shop(food)",10
"463","44.4898585567304 40.1464232714885",47109,"","","bus_stop",4
"464","44.4909803728572 40.1467878930949",47110,"Tariqov mardkanc hamar","","beauty_salon",4
"465","44.4914362678639 40.1466964975427",47111,"?????? ???????","Biomed clinics","healthcare",10
"466","44.4928069173244 40.1443896632993",47113,"","Market","supermarket/shop(food)",10
"467","44.4934391516214 40.1462613541477",47114,"","Market","supermarket/shop(food)",10
"468","44.4895048001715 40.1468242178144",47115,"?????? ????????","","supermarket/shop(food)",10
"469","44.4911624613653 40.1469487791814",47118,"Don Quixot","","restaurant/cafe",6
"470","44.4916559957824 40.1472380710449",47119,"","","supermarket/shop(food)",10
"471","44.4918715016191 40.1482894817497",47125,"","Market","supermarket/shop(food)",10
"472","44.4909210840485 40.1489170107255",47127,"""Sofia""","","supermarket/shop(food)",10
"473","44.4923162575163 40.1477041078266",47130,"","Grenakan","supermarket/shop(food)",10
"474","44.4920521528227 40.1481676007915",47134,"","Market","supermarket/shop(food)",10
"475","44.4922354091407 40.1482524711607",47135,"?????????","Hardware store","mall/shop(non-food)",14
"476","44.4943818436806 40.149118678452",47137,"","","supermarket/shop(food)",10
"477","44.4945456065569 40.1491090654313",47138,"","","beauty_salon",4
"478","44.4848719187568 40.1496108632937",47140,"INECOBANK","","bank/atm",10
"479","44.4837194700788 40.1503648577364",47141,"?????? ???????? 24???","","healthcare",10
"480","44.4842768747126 40.1503062880281",47143,"","","restaurant/cafe",6
"481","44.4836825493206 40.1506590787779",47144,"","","mall/shop(non-food)",14
"482","44.4842634898148 40.1506813942075",47145,"","","bank/atm",10
"483","44.484747861416 40.1503358132098",47146,"","","sport/fitness",4
"484","44.4844016507055 40.1508461848449",47147,"ARARAT BANK (ATM)","","bank/atm",10
"485","44.4843878166501 40.1509073632673",47148,"","","bus_stop",4
"486","44.4845376556395 40.1508661656825",47149,"""Gntuniq""","","supermarket/shop(food)",10
"487","44.4861732182773 40.1502824618838",47151,"????? ????????","Quantum college","School/kindergarten",7
"488","44.4838490969743 40.1509449217103",47152,"","Igrushki","mall/shop(non-food)",14
"489","44.4842625914995 40.1512258884166",47153,"","Market","supermarket/shop(food)",10
"490","44.4838506241102 40.1514217130094",47154,"","","supermarket/shop(food)",10
"491","44.483867422606 40.1514738961858",47155,"??????? ?????? ????????","Garegin Nzhehi Hraparak","bus_stop",4
"492","44.48425145239 40.1512673604322",47156,"AMERIA BANK (ATM)","","bank/atm",10
"493","44.4843552976369 40.1510941940006",47157,"","","bus_stop",4
"494","44.4843482009461 40.1511579127072",47158,"","","supermarket/shop(food)",10
"495","44.4844661497429 40.1511820131938",47159,"","","bus_stop",4
"496","44.4848261945088 40.1512042597892",47160,"Titan","","supermarket/shop(food)",10
"497","44.4837591756143 40.1517216970639",47161,"Evrika","","supermarket/shop(food)",10
"498","44.4838799091885 40.1516327799783",47162,"","Qakhtsrik","supermarket/shop(food)",10
"499","44.4838598767577 40.1516682781647",47163,"ARMECONOMBANK(ATM)","","bank/atm",10
"500","44.484557957565 40.1516272870271",47166,"","","restaurant/cafe",6
"501","44.4852173209835 40.1509559077226",47167,"","Tntesakan","mall/shop(non-food)",14
"502","44.4852305262182 40.1512383162915",47168,"","","beauty_salon",4
"503","44.4859825059425 40.1509599588142",47169,"","Tntesakan","mall/shop(non-food)",14
"504","44.4870073040186 40.1510551937282",47173,"","Tntesakan","mall/shop(non-food)",14
"505","44.4869515186395 40.1514053027655",47174,"HayPost 0006","","post_office",3
"506","44.4876381908427 40.1513939735152",47175,"","","supermarket/shop(food)",10
"507","44.4880877078108 40.1515208610102",47180,"Titan","","supermarket/shop(food)",10
"508","44.4840116920407 40.1525981592495",47184,"???????? ?????","Notary of Shengavit district","state institutions/NGO",4
"509","44.4856102440888 40.1527321852157",47186,"","","supermarket/shop(food)",10
"510","44.4862361003472 40.1531468950341",47187,"","Mini market","supermarket/shop(food)",10
"511","44.486300150227 40.153210405834",47188,"","Tntesakan","supermarket/shop(food)",10
"512","44.4851885748944 40.1539112864792",47190,"","Market","supermarket/shop(food)",10
