"","X","TYPE","lon","lat","cell","districtName","districtpoints"
"1160",1160,"Shops",44.517965225003,40.1441209601526,11,"Hello",0
"1161",1161,"Shops",44.5187376863158,40.1463758911361,11,"Hello",0
"1162",1162,"Shops",44.5197237670032,40.1459325742376,11,"Hello",0
"1163",1163,"Shops",44.5204870655001,40.1458981717364,11,"Hello",0
"1164",1164,"Shops",44.5183222154969,40.1468856058595,11,"Hello",0
"1165",1165,"Shops",44.5185384399858,40.1469391658536,11,"Hello",0
"1166",1166,"Shops",44.5221647591247,40.145420380309,11,"Hello",0
"1167",1167,"Shops",44.518434594739,40.15081501198,11,"Hello",0
"1168",1168,"Shops",44.5217449763925,40.1505595175413,11,"Hello",0
"1169",1169,"Shops",44.518682799252,40.1545696600342,11,"Hello",0
"1170",1170,"Shops",44.5212304213977,40.1544142160662,11,"Hello",0
"1171",1171,"Shops",44.5293825427696,40.1455306612961,11,"Hello",0
"1172",1172,"Shops",44.5294797404833,40.1456013893567,11,"Hello",0
"1173",1173,"Shops",44.5191324958832,40.1559678845021,11,"Hello",0
"1174",1174,"Shops",44.5195255986515,40.1563001860094,11,"Hello",0
"1175",1175,"Shops",44.5222786655028,40.1552712132333,11,"Hello",0
"1176",1176,"Shops",44.5243120021484,40.1575607199181,11,"Hello",0
"1177",1177,"Shops",44.5411230743754,40.1441565996037,11,"Hello",0
"1178",1178,"Shops",44.5413348971194,40.1450536913062,11,"Hello",0
"1179",1179,"Shops",44.5033312198671,40.1768677875762,9,"Hello",0
