"","TYPE","point","lon","lat"
"819","supermarket/shop(food)",10,44.5257281063623,40.1390721923374
"820","School/kindergarten",7,44.5265822245344,40.1397185544462
"821","bank/atm",10,44.5221015177287,40.1420800038584
"822","bus_stop",4,44.5223799056353,40.1420377021743
"823","mall/shop(non-food)",14,44.5224907577414,40.1420523978923
"824","supermarket/shop(food)",10,44.5244607631594,40.1414836575555
"825","bank/atm",10,44.5236813848189,40.1420705958563
"826","supermarket/shop(food)",10,44.5243916827141,40.1420043964467
"827","supermarket/shop(food)",10,44.5222212631561,40.1437068132519
"828","supermarket/shop(food)",10,44.5252622400559,40.1419347633882
"829","supermarket/shop(food)",10,44.5256157271202,40.141486267097
"830","bus_stop",4,44.5256002760973,40.1415666134578
"831","supermarket/shop(food)",10,44.5260063146058,40.1418945904374
"832","bus_stop",4,44.5263111129817,40.1418145878235
"833","supermarket/shop(food)",10,44.527191102634,40.1413594982012
"834","supermarket/shop(food)",10,44.5273594469182,40.1413921861948
"835","supermarket/shop(food)",10,44.5277545259802,40.1345700121718
"836","supermarket/shop(food)",10,44.5315724557692,40.13658241836
"837","supermarket/shop(food)",10,44.5328169817638,40.1359799801664
"838","supermarket/shop(food)",10,44.5329302593212,40.1362387572815
"839","supermarket/shop(food)",10,44.5322921859749,40.1373459660705
"840","supermarket/shop(food)",10,44.5323660274912,40.1374658748343
"841","supermarket/shop(food)",10,44.5378249098097,40.1372426767939
"842","supermarket/shop(food)",10,44.5293511915662,40.1412108225696
"843","state institutions/NGO",4,44.5296400897616,40.1412052601032
"844","supermarket/shop(food)",10,44.5304440819408,40.1412185138805
"845","mall/shop(non-food)",14,44.5279347280262,40.1413558585707
"846","supermarket/shop(food)",10,44.5282340466788,40.1413123890063
"847","healthcare",10,44.5277178747166,40.1418352580358
"848","supermarket/shop(food)",10,44.5282808489051,40.1417534698833
"849","bus_stop",4,44.5288743658134,40.1416893989949
"850","post_office",3,44.5288722098567,40.1418693879074
"851","supermarket/shop(food)",10,44.5298406835645,40.1416589773193
"852","supermarket/shop(food)",10,44.5299693223132,40.1416830811762
"853","supermarket/shop(food)",10,44.5325208072147,40.1414741807986
"854","supermarket/shop(food)",10,44.533813393077,40.1409362696707
"855","bus_stop",4,44.5335311424147,40.1414511756224
"856","playground/attraction",4,44.5342128738838,40.1414509009337
"857","supermarket/shop(food)",10,44.5333798661209,40.1435832073206
"858","supermarket/shop(food)",10,44.5377550208806,40.1424616792264
"859","supermarket/shop(food)",10,44.5380317019882,40.14253227314
"860","supermarket/shop(food)",10,44.542143021549,40.131111792429
"861","supermarket/shop(food)",10,44.5422606110197,40.1312477838981
"862","supermarket/shop(food)",10,44.540505213123,40.1427446724788
"863","supermarket/shop(food)",10,44.5409129584304,40.1431503101081
"864","School/kindergarten",7,44.5414011029558,40.1418415758403
"865","supermarket/shop(food)",10,44.5416381683593,40.1427202943149
"866","supermarket/shop(food)",10,44.5416938639069,40.1428684172773
"867","supermarket/shop(food)",10,44.54458868491,40.1429833033396
"868","supermarket/shop(food)",10,44.517965225003,40.1441209601526
"869","supermarket/shop(food)",10,44.5186150662796,40.1445769926435
"870","supermarket/shop(food)",10,44.5187376863158,40.1463758911361
"871","supermarket/shop(food)",10,44.5197237670032,40.1459325742376
"872","supermarket/shop(food)",10,44.5204870655001,40.1458981717364
"873","supermarket/shop(food)",10,44.5207597041889,40.1457988781924
"874","healthcare",10,44.521580674527,40.1455196744063
"875","supermarket/shop(food)",10,44.5183222154969,40.1468856058595
"876","supermarket/shop(food)",10,44.5185384399858,40.1469391658536
"877","healthcare",10,44.5181319523198,40.1491156572171
"878","supermarket/shop(food)",10,44.5221647591247,40.145420380309
"879","bus_stop",4,44.5224046991371,40.1457616602429
"880","bus_stop",4,44.5221787728432,40.1459715087837
"881","supermarket/shop(food)",10,44.5271637040178,40.1446907084451
"882","supermarket/shop(food)",10,44.5262655683968,40.1462443933182
"883","supermarket/shop(food)",10,44.518434594739,40.15081501198
"884","supermarket/shop(food)",10,44.5186097662194,40.1510810108124
"885","School/kindergarten",7,44.5204264292185,40.1508049185603
"886","supermarket/shop(food)",10,44.5217449763925,40.1505595175413
"887","supermarket/shop(food)",10,44.518682799252,40.1545696600342
"888","supermarket/shop(food)",10,44.5206980797604,40.1544416110316
"889","supermarket/shop(food)",10,44.5212304213977,40.1544142160662
"890","healthcare",10,44.5225990945646,40.150114786015
"891","supermarket/shop(food)",10,44.5226881176093,40.1503832594632
"892","bus_stop",4,44.5228745180307,40.1503836714421
"893","supermarket/shop(food)",10,44.5270107209249,40.1503512624277
"894","School/kindergarten",7,44.5224072144199,40.1540401603952
"895","bus_stop",4,44.5229985753715,40.1540696839537
"896","bus_stop",4,44.5225665755513,40.1543570916917
"897","bus_stop",4,44.5228023833134,40.1545424024383
"898","supermarket/shop(food)",10,44.523139251545,40.1546105807369
"899","supermarket/shop(food)",10,44.5232091404741,40.1548774572655
"900","School/kindergarten",7,44.5297124041419,40.145249121684
"901","supermarket/shop(food)",10,44.5293825427696,40.1455306612961
"902","supermarket/shop(food)",10,44.5294797404833,40.1456013893567
"903","supermarket/shop(food)",10,44.5284378744168,40.1475969203366
"904","supermarket/shop(food)",10,44.5283523548018,40.1476719035312
"905","supermarket/shop(food)",10,44.5361757826112,40.1441480159226
"906","supermarket/shop(food)",10,44.5367472907949,40.1443534059472
"907","supermarket/shop(food)",10,44.5380381698582,40.1448838737997
"908","restaurant/cafe",6,44.528269260638,40.1516923784701
"909","bank/atm",10,44.5320801835678,40.1526740981747
"910","sport/fitness",4,44.5332959634733,40.1513214662688
"911","supermarket/shop(food)",10,44.5191324958832,40.1559678845021
"912","School/kindergarten",7,44.5166622186834,40.1577000912394
"913","state institutions/NGO",4,44.5181455168805,40.1570436017576
"914","supermarket/shop(food)",10,44.5189193256663,40.1564434047113
"915","playground/attraction",4,44.5182311263271,40.1572386543569
"916","School/kindergarten",7,44.5184924462433,40.1577187656016
"917","supermarket/shop(food)",10,44.5195255986515,40.1563001860094
"918","state institutions/NGO",4,44.5213057002186,40.1555260033673
"919","healthcare",10,44.5212119161029,40.1593298219411
"920","supermarket/shop(food)",10,44.5222786655028,40.1552712132333
"921","supermarket/shop(food)",10,44.523129729403,40.1550916717805
"922","supermarket/shop(food)",10,44.5243120021484,40.1575607199181
"923","School/kindergarten",7,44.5191676200108,40.161523285163
"924","School/kindergarten",7,44.5175204691059,40.1625505842281
"925","School/kindergarten",7,44.5262502072054,40.1634453048372
"926","School/kindergarten",7,44.5279908727314,40.1581094156038
"927","healthcare",10,44.5276264262207,40.1597742871619
"928","School/kindergarten",7,44.5351614948239,40.160034689978
"929","state institutions/NGO",4,44.5379985541542,40.159323986342
"930","supermarket/shop(food)",10,44.5411230743754,40.1441565996037
"931","supermarket/shop(food)",10,44.5413348971194,40.1450536913062
"932","restaurant/cafe",6,44.5427821728736,40.1659925132012
"933","bank/atm",10,44.4908688919305,40.1709937702127
"934","bus_stop",4,44.4915197213538,40.1714851787289
"935","bus_stop",4,44.4920899718962,40.1722070121927
"936","post_office",3,44.4919322277323,40.1726693083098
"937","restaurant/cafe",6,44.4815060212187,40.1866801568737
"938","mall/shop(non-food)",14,44.4875934547415,40.1795024120682
"939","restaurant/cafe",6,44.488304650952,40.178887657201
"940","cinema/theatre/museum",6,44.4883769653323,40.1790709792364
"941","supermarket/shop(food)",10,44.4888749913259,40.1796840852382
"942","mall/shop(non-food)",14,44.4874883518533,40.1800048089178
"943","restaurant/cafe",6,44.4879742505905,40.179750110652
"944","bus_stop",4,44.4887865971019,40.1802722033198
"945","supermarket/shop(food)",10,44.4925438906092,40.1783116754979
"946","bus_stop",4,44.4929784057122,40.178793284938
"947","supermarket/shop(food)",10,44.493049103125,40.1788262980864
"948","bus_stop",4,44.4932358628726,40.17915800727
"949","supermarket/shop(food)",10,44.4934070817658,40.1789530656815
"950","healthcare",10,44.4939730203948,40.1790101693611
"951","bus_stop",4,44.4893524458994,40.1802538096934
"952","sport/fitness",4,44.4879418214087,40.1833070147453
"953","state institutions/NGO",4,44.4897270433728,40.1829076564449
"954","state institutions/NGO",4,44.5002983278048,40.1705064080639
"955","School/kindergarten",7,44.498027117272,40.1719496076446
"956","restaurant/cafe",6,44.4983011932652,40.1727527066059
"957","cinema/theatre/museum",6,44.4971731787629,40.1767607147569
"958","cinema/theatre/museum",6,44.5013039019339,40.1737646664056
"959","mall/shop(non-food)",14,44.5021302621637,40.1741982607875
"960","bank/atm",10,44.5023802633073,40.1741406725844
"961","bank/atm",10,44.502412512826,40.1741417021713
"962","bank/atm",10,44.5024405402629,40.1741524785132
"963","bank/atm",10,44.5039225808186,40.173861997157
"964","healthcare",10,44.5042475912884,40.1737860819285
"965","state institutions/NGO",4,44.5028537652936,40.1765681205296
"966","cinema/theatre/museum",6,44.5034286870754,40.1743329991455
"967","School/kindergarten",7,44.5032898075325,40.1759762639292
"968","state institutions/NGO",4,44.5029638089159,40.1766764977475
"969","supermarket/shop(food)",10,44.5033312198671,40.1768677875762
"970","healthcare",10,44.5045090010361,40.1763062711222
"971","post_office",3,44.5042665457409,40.1767318874305
"972","restaurant/cafe",6,44.5055886861761,40.1766703890933
"973","mall/shop(non-food)",14,44.5056992687875,40.1678837218334
"974","mall/shop(non-food)",14,44.5065788092822,40.1674043689283
"975","post_office",3,44.5067073581994,40.1686550177842
"976","restaurant/cafe",6,44.5090376778779,40.1674689647269
"977","bank/atm",10,44.5075163809443,40.1703245043932
"978","restaurant/cafe",6,44.5084164030274,40.1696478184581
"979","bank/atm",10,44.5093420270962,40.1695148555373
"980","bank/atm",10,44.5088044752302,40.1709812773112
"981","state institutions/NGO",4,44.5093772410553,40.1709687844073
"982","supermarket/shop(food)",10,44.5134477771022,40.1664624714531
"983","School/kindergarten",7,44.5125034680756,40.1678025828571
"984","bus_stop",4,44.5131578009285,40.1680230033189
"985","bus_stop",4,44.5134601738532,40.1677868630273
"986","bank/atm",10,44.5130313181365,40.1682673801974
"987","bank/atm",10,44.5136208824575,40.1682412950669
"988","restaurant/cafe",6,44.5145730966587,40.168752287219
"989","mall/shop(non-food)",14,44.5137378431075,40.1693477763092
"990","mall/shop(non-food)",14,44.5132353255376,40.1696960749417
"991","bank/atm",10,44.5138002760197,40.1701023753251
"992","mall/shop(non-food)",14,44.5138088998465,40.1701997113288
"993","restaurant/cafe",6,44.5132349662114,40.1705375032464
"994","bank/atm",10,44.513725356525,40.1706945577251
