"","TYPE","point","lon","lat","cell"
"174","School/kindergarten",7,44.4552097277382,40.1828459578141,10
"175","School/kindergarten",7,44.4541295934406,40.1848946792273,10
"176","mall/shop(non-food)",14,44.4594893017517,40.1833447611549,10
"177","bank/atm",10,44.459608687853,40.1833182014107,10
"178","restaurant/cafe",6,44.4595041239539,40.183569180284,10
"179","bus_stop",4,44.4605528172166,40.1830732610572,10
"180","supermarket/shop(food)",10,44.460505116675,40.1831045563716,10
"181","bus_stop",4,44.4608093760617,40.1830097095629,10
"182","healthcare",10,44.4605105065667,40.1833713208887,10
"183","healthcare",10,44.4609650541005,40.183286288526,10
"184","bank/atm",10,44.4610037714892,40.1834595787409,10
"185","bank/atm",10,44.4615197637884,40.1848195998817,10
"186","bank/atm",10,44.4608505189018,40.1853907910224,10
"187","School/kindergarten",7,44.4618723525374,40.1858466836119,10
"188","bank/atm",10,44.4621195689036,40.1873800057217,10
"189","healthcare",10,44.4621325944752,40.1874623565527,10
"190","restaurant/cafe",6,44.4312427657894,40.1914821221884,9
"191","supermarket/shop(food)",10,44.4588222128217,40.1890792948667,10
"192","bank/atm",10,44.4614735005513,40.190363581148,10
"193","restaurant/cafe",6,44.4621219045234,40.1881841573085,10
"194","restaurant/cafe",6,44.463187755608,40.1905172958567,10
"195","bus_stop",4,44.4650921840103,40.1907194576174,10
"196","bus_stop",4,44.4643877251645,40.1909028849256,10
"197","bank/atm",10,44.4663089520626,40.1911303670374,10
"198","restaurant/cafe",6,44.468610345989,40.1909290985895,11
"199","restaurant/cafe",6,44.4718646727688,40.1910767046593,11
"200","supermarket/shop(food)",10,44.4719476771011,40.1934066558223,11
"201","School/kindergarten",7,44.4681973904529,40.1955475546884,11
"202","School/kindergarten",7,44.4712207603732,40.1936718015796,11
"203","mall/shop(non-food)",14,44.4609381944735,40.2034621179466,10
"204","bank/atm",10,44.4559039457897,40.2081853031246,3
"205","restaurant/cafe",6,44.4639268894238,40.2000356748816,10
"206","supermarket/shop(food)",10,44.4620918109614,40.2040413165413,10
"207","School/kindergarten",7,44.4646386246234,40.2034711057854,10
"208","healthcare",10,44.4689614076021,40.2034803680607,11
"209","healthcare",10,44.4688591793227,40.2037915797773,11
"210","bank/atm",10,44.4622134428508,40.2068647873705,3
"211","bank/atm",10,44.4633808035625,40.2066097783253,3
"212","bank/atm",10,44.4624088264251,40.2077624225546,3
"213","supermarket/shop(food)",10,44.4617845871342,40.2093554144559,3
"214","School/kindergarten",7,44.4658660826276,40.2075286845467,3
"215","bank/atm",10,44.4666314472496,40.2091981750602,3
"216","supermarket/shop(food)",10,44.4677218223415,40.2055690131407,4
"217","School/kindergarten",7,44.4696942532109,40.2070820622784,4
"218","School/kindergarten",7,44.4714296186767,40.2052150670086,4
"219","healthcare",10,44.4678143488158,40.2081542938019,4
"220","supermarket/shop(food)",10,44.4685511470118,40.2078662220043,4
"221","supermarket/shop(food)",10,44.4686488837147,40.2087132826897,4
"222","bank/atm",10,44.4688919678306,40.2091760160759,4
"223","bus_stop",4,44.46906237824,40.2093672142562,4
"224","bus_stop",4,44.4691156483363,40.2093926661441,4
"225","healthcare",10,44.4701726060996,40.2086337704377,4
"226","supermarket/shop(food)",10,44.4360832478663,40.2111482059107,3
"227","School/kindergarten",7,44.434907622654,40.2123791147044,3
"228","supermarket/shop(food)",10,44.4365540549068,40.2136397731834,3
"229","restaurant/cafe",6,44.4395345751879,40.2165379570959,3
"230","supermarket/shop(food)",10,44.4398307497371,40.2107971015952,3
"231","supermarket/shop(food)",10,44.4622617722131,40.2122775173831,3
"232","bank/atm",10,44.4401706722406,40.2331347014833,3
"233","place_of_worship",3,44.4732618225302,40.1174170199554,25
"234","place_of_worship",3,44.4738300967789,40.1175849139112,25
"235","School/kindergarten",7,44.4733176977409,40.119614790476,25
"236","School/kindergarten",7,44.4752139514741,40.1201563050584,25
"237","School/kindergarten",7,44.474049914529,40.1210340674732,25
"238","restaurant/cafe",6,44.5428436176391,40.1159903854796,27
"239","restaurant/cafe",6,44.4801324971493,40.1311431803832,25
"240","supermarket/shop(food)",10,44.4858825234514,40.1330359090395,25
"241","supermarket/shop(food)",10,44.4808752242262,40.1406207865555,18
"242","supermarket/shop(food)",10,44.4809261587028,40.1389844948372,18
"243","supermarket/shop(food)",10,44.4819695519053,40.1391463608474,18
"244","supermarket/shop(food)",10,44.4836086179727,40.1389209707355,18
"245","supermarket/shop(food)",10,44.4817138913754,40.1425762912923,18
"246","supermarket/shop(food)",10,44.4816062732044,40.1429250706198,18
"247","supermarket/shop(food)",10,44.4815321621935,40.1436556541576,18
"248","supermarket/shop(food)",10,44.4840116920407,40.1349674571582,18
"249","supermarket/shop(food)",10,44.4873787573886,40.1340299173155,25
"250","supermarket/shop(food)",10,44.4836619779006,40.1379536801841,18
"251","School/kindergarten",7,44.4889707517351,40.1364364106881,18
"252","mall/shop(non-food)",14,44.4897623471635,40.1365460194872,18
"253","supermarket/shop(food)",10,44.4842408522697,40.1422012776964,18
"254","mall/shop(non-food)",14,44.484271844147,40.1423696598124,18
"255","supermarket/shop(food)",10,44.4862646667733,40.1420204656039,18
"256","School/kindergarten",7,44.4849218650866,40.1427893772017,18
"257","School/kindergarten",7,44.4837800165289,40.1433896949165,18
"258","supermarket/shop(food)",10,44.4865603023333,40.1437951913549,18
"259","supermarket/shop(food)",10,44.4872293675569,40.1439472948138,18
"260","supermarket/shop(food)",10,44.4880245562464,40.1430392698805,18
"261","supermarket/shop(food)",10,44.4880877078108,40.1435306060616,18
"262","supermarket/shop(food)",10,44.4880877078108,40.1435306060616,18
"263","mall/shop(non-food)",14,44.4946400194932,40.1410786967007,18
"264","bus_stop",4,44.4948371098666,40.1417935055739,18
"265","bus_stop",4,44.4949220904924,40.1418334038974,18
"266","bus_stop",4,44.4959744668478,40.1422924732825,18
"267","bus_stop",4,44.4947567106486,40.1427483120349,18
"268","supermarket/shop(food)",10,44.5105057945467,40.1436023662547,19
"269","supermarket/shop(food)",10,44.5145111129041,40.1390415634661,19
"270","supermarket/shop(food)",10,44.5162772905842,40.1387108943912,19
"271","supermarket/shop(food)",10,44.51652801038,40.1405903644014,19
"272","bus_stop",4,44.5115013075446,40.1426453743255,19
"273","supermarket/shop(food)",10,44.5143541772239,40.1425806175678,19
"274","bank/atm",10,44.5142616507497,40.1425898194862,19
"275","School/kindergarten",7,44.5161051733757,40.1424629839783,19
"276","mall/shop(non-food)",14,44.4818745101482,40.1444022984326,18
"277","supermarket/shop(food)",10,44.4807128986543,40.148859263745,18
"278","healthcare",10,44.4807058917951,40.1489514116977,18
"279","supermarket/shop(food)",10,44.4807509872224,40.1489260744564,18
"280","mall/shop(non-food)",14,44.481394719955,40.1476671655846,18
"281","restaurant/cafe",6,44.480912594142,40.1490446581575,18
"282","supermarket/shop(food)",10,44.4813180936612,40.1494913879484,18
"283","healthcare",10,44.4751705628459,40.1502317197215,18
"284","supermarket/shop(food)",10,44.474649180655,40.1514493838303,18
"285","supermarket/shop(food)",10,44.4748026129055,40.151544755382,18
"286","supermarket/shop(food)",10,44.4744655650109,40.151816656263,18
"287","supermarket/shop(food)",10,44.4745735425081,40.1518056017282,18
"288","supermarket/shop(food)",10,44.4745505456368,40.1518410998242,18
"289","School/kindergarten",7,44.4777170171818,40.1496287159134,18
"290","supermarket/shop(food)",10,44.4775408575546,40.1508674702731,18
"291","School/kindergarten",7,44.4767570774692,40.1514794578114,18
"292","supermarket/shop(food)",10,44.4757878851091,40.1522596601142,18
"293","supermarket/shop(food)",10,44.476079927408,40.1522221023983,18
"294","mall/shop(non-food)",14,44.4775957446184,40.1509905823123,18
"295","supermarket/shop(food)",10,44.4777499853527,40.1509456083361,18
"296","supermarket/shop(food)",10,44.4779134787344,40.1509728673756,18
"297","healthcare",10,44.4737186158522,40.1523586009082,18
"298","healthcare",10,44.4745967190424,40.1523433581304,18
"299","supermarket/shop(food)",10,44.4774443784931,40.1535559722051,18
"300","supermarket/shop(food)",10,44.4779010819835,40.1535561095249,18
"301","School/kindergarten",7,44.4771840467237,40.1541183634674,18
"302","supermarket/shop(food)",10,44.4801292632142,40.1499008991196,18
"303","supermarket/shop(food)",10,44.4803753117706,40.1512431226513,18
"304","supermarket/shop(food)",10,44.4821487658045,40.1498560617492,18
"305","supermarket/shop(food)",10,44.4813835808455,40.1505598608562,18
"306","supermarket/shop(food)",10,44.4828448703181,40.1504123039696,18
"307","bank/atm",10,44.4824912934223,40.1508717960206,18
"308","healthcare",10,44.4830053094279,40.1504897559258,18
"309","bank/atm",10,44.4831838945064,40.1503961681343,18
"310","healthcare",10,44.4836395200185,40.1503518803963,18
"311","mall/shop(non-food)",14,44.4817118252503,40.1513809963717,18
"312","mall/shop(non-food)",14,44.4817118252503,40.1513809963717,18
"313","bank/atm",10,44.4821161569597,40.1517175773559,18
"314","bank/atm",10,44.4819912911352,40.1518424730577,18
"315","bus_stop",4,44.4828071410762,40.1509176626596,18
"316","bank/atm",10,44.4824955155041,40.152051616198,18
"317","bank/atm",10,44.482728897815,40.152160307208,18
"318","supermarket/shop(food)",10,44.4835567851808,40.1518834640654,18
"319","supermarket/shop(food)",10,44.4832956449277,40.1520392571334,18
"320","School/kindergarten",7,44.4795129290978,40.1534453609472,18
"321","supermarket/shop(food)",10,44.480686488185,40.1534181715601,18
"322","bank/atm",10,44.4790273896867,40.1541038076785,18
"323","healthcare",10,44.4788554521414,40.1542112595371,18
"324","mall/shop(non-food)",14,44.4791946559926,40.1540646718156,18
"325","bank/atm",10,44.4787395694697,40.1548541133352,18
"326","bank/atm",10,44.4788092787358,40.1548048850795,18
"327","bank/atm",10,44.4786350055706,40.1549299124208,18
"328","bank/atm",10,44.4785285552095,40.1550160101925,18
"329","bank/atm",10,44.4785812863166,40.154968910468,18
"330","healthcare",10,44.4788359586997,40.1548773199483,18
"331","beauty_salon",4,44.4792596041877,40.154465710353,18
"332","mall/shop(non-food)",14,44.4793951599641,40.1543947855452,18
"333","bank/atm",10,44.4788916542473,40.1547542836134,18
"334","bank/atm",10,44.4789989130922,40.1548199213287,18
"335","bank/atm",10,44.4789021645361,40.1548857649564,18
"336","bank/atm",10,44.4813308497383,40.152916195845,18
"337","restaurant/cafe",6,44.4818599574406,40.1525060162443,18
"338","restaurant/cafe",6,44.4819162818089,40.1525351971648,18
"339","bank/atm",10,44.4812080500389,40.1530171954972,18
"340","supermarket/shop(food)",10,44.4829859956493,40.152474500836,18
"341","supermarket/shop(food)",10,44.4832660005233,40.152496472364,18
"342","supermarket/shop(food)",10,44.4834655163479,40.1526561090337,18
"343","mall/shop(non-food)",14,44.481511860268,40.153942457923,18
"344","supermarket/shop(food)",10,44.4817118252503,40.1538081597065,18
"345","supermarket/shop(food)",10,44.4817118252503,40.1538081597065,18
"346","supermarket/shop(food)",10,44.4817969855392,40.1538301994627,18
"347","supermarket/shop(food)",10,44.4823939160455,40.1543709608351,18
"348","supermarket/shop(food)",10,44.4842644779616,40.144655206612,18
"349","supermarket/shop(food)",10,44.4843738927632,40.1441272090751,18
"350","supermarket/shop(food)",10,44.4844633649655,40.1447720810486,18
"351","supermarket/shop(food)",10,44.4846678215242,40.1450249191828,18
"352","mall/shop(non-food)",14,44.484761964966,40.1450126961767,18
"353","supermarket/shop(food)",10,44.4843427212229,40.1453068717337,18
"354","supermarket/shop(food)",10,44.4845540049777,40.1452728122573,18
"355","School/kindergarten",7,44.4850587683358,40.1443753801023,18
"356","supermarket/shop(food)",10,44.4863140741139,40.1446028121901,18
"357","supermarket/shop(food)",10,44.4851251538354,40.1451084887774,18
"358","mall/shop(non-food)",14,44.4862793991439,40.1460541158684,18
"359","supermarket/shop(food)",10,44.485604674534,40.1463852985421,18
"360","supermarket/shop(food)",10,44.4858219770012,40.1463184853315,18
"361","supermarket/shop(food)",10,44.4862491259188,40.1467364616535,18
"362","supermarket/shop(food)",10,44.4873716606979,40.1477214116208,18
"363","healthcare",10,44.487443256426,40.1477734603085,18
"364","mall/shop(non-food)",14,44.4874942807342,40.1477926867265,18
"365","supermarket/shop(food)",10,44.4890686681011,40.1470592636867,18
"366","bus_stop",4,44.4881252573897,40.1477585598307,18
"367","supermarket/shop(food)",10,44.4877932400607,40.1480144081333,18
"368","mall/shop(non-food)",14,44.4874138815162,40.1483034894627,18
"369","healthcare",10,44.4875209606981,40.1482142932407,18
"370","School/kindergarten",7,44.491565984591,40.1452812584597,18
"371","supermarket/shop(food)",10,44.4898418480661,40.1460061859179,18
"372","bus_stop",4,44.4898585567304,40.1464232714885,18
"373","beauty_salon",4,44.4909803728572,40.1467878930949,18
"374","healthcare",10,44.4914362678639,40.1466964975427,18
"375","supermarket/shop(food)",10,44.4928069173244,40.1443896632993,18
"376","supermarket/shop(food)",10,44.4934391516214,40.1462613541477,18
"377","restaurant/cafe",6,44.4911624613653,40.1469487791814,18
"378","supermarket/shop(food)",10,44.4916559957824,40.1472380710449,18
"379","supermarket/shop(food)",10,44.4918715016191,40.1482894817497,18
"380","supermarket/shop(food)",10,44.4909210840485,40.1489170107255,18
"381","supermarket/shop(food)",10,44.4923162575163,40.1477041078266,18
"382","supermarket/shop(food)",10,44.4920521528227,40.1481676007915,18
"383","beauty_salon",4,44.4945456065569,40.1491090654313,18
"384","bank/atm",10,44.4848719187568,40.1496108632937,18
"385","healthcare",10,44.4837194700788,40.1503648577364,18
"386","restaurant/cafe",6,44.4842768747126,40.1503062880281,18
"387","bank/atm",10,44.4842634898148,40.1506813942075,18
"388","bank/atm",10,44.4844016507055,40.1508461848449,18
"389","bus_stop",4,44.4843878166501,40.1509073632673,18
"390","supermarket/shop(food)",10,44.4845376556395,40.1508661656825,18
"391","School/kindergarten",7,44.4861732182773,40.1502824618838,18
"392","mall/shop(non-food)",14,44.4838490969743,40.1509449217103,18
"393","supermarket/shop(food)",10,44.4842625914995,40.1512258884166,18
"394","bus_stop",4,44.483867422606,40.1514738961858,18
"395","bank/atm",10,44.48425145239,40.1512673604322,18
"396","bus_stop",4,44.4843552976369,40.1510941940006,18
"397","bus_stop",4,44.4844661497429,40.1511820131938,18
"398","supermarket/shop(food)",10,44.4848261945088,40.1512042597892,18
"399","supermarket/shop(food)",10,44.4837591756143,40.1517216970639,18
"400","supermarket/shop(food)",10,44.4838799091885,40.1516327799783,18
"401","bank/atm",10,44.4838598767577,40.1516682781647,18
"402","restaurant/cafe",6,44.484557957565,40.1516272870271,18
"403","mall/shop(non-food)",14,44.4852173209835,40.1509559077226,18
"404","beauty_salon",4,44.4852305262182,40.1512383162915,18
"405","mall/shop(non-food)",14,44.4859825059425,40.1509599588142,18
"406","mall/shop(non-food)",14,44.4870073040186,40.1510551937282,18
"407","supermarket/shop(food)",10,44.4880877078108,40.1515208610102,18
"408","supermarket/shop(food)",10,44.4880877078108,40.1515208610102,18
"409","state institutions/NGO",4,44.4840116920407,40.1525981592495,18
"410","supermarket/shop(food)",10,44.4856102440888,40.1527321852157,18
"411","supermarket/shop(food)",10,44.4862361003472,40.1531468950341,18
"412","supermarket/shop(food)",10,44.486300150227,40.153210405834,18
"413","supermarket/shop(food)",10,44.4851885748944,40.1539112864792,18
"414","supermarket/shop(food)",10,44.4868261138258,40.1534047828428,18
"415","supermarket/shop(food)",10,44.486864741383,40.1534641737996,18
"416","School/kindergarten",7,44.4882484164152,40.1547884756529,18
"417","bank/atm",10,44.4892163511338,40.15126729177,18
"418","mall/shop(non-food)",14,44.4892727653337,40.15126729177,18
"419","School/kindergarten",7,44.4892651296537,40.1519875550222,18
"420","supermarket/shop(food)",10,44.4898452616642,40.15161149479,18
"421","healthcare",10,44.4901709907862,40.1516660809854,18
"422","bus_stop",4,44.491009568104,40.1514651074431,18
"423","beauty_salon",4,44.4915276265283,40.1514178679317,18
"424","mall/shop(non-food)",14,44.4915830525814,40.1513459100082,18
"425","mall/shop(non-food)",14,44.4905539425919,40.1516903872771,18
"426","bus_stop",4,44.4909553996923,40.1516698573872,18
"427","bank/atm",10,44.4908988058294,40.1519783543768,18
"428","School/kindergarten",7,44.4920463137734,40.1508327956205,18
"429","supermarket/shop(food)",10,44.493863246267,40.150762073007,18
"430","supermarket/shop(food)",10,44.4932000200928,40.1515819015009,18
"431","healthcare",10,44.4919223462642,40.1518466614198,18
"432","bank/atm",10,44.4922582263489,40.1518529096315,18
"433","healthcare",10,44.4923680004766,40.1520939116465,18
"434","healthcare",10,44.4925932979499,40.1519031699514,18
"435","healthcare",10,44.4932930855562,40.1515889050183,18
"436","mall/shop(non-food)",14,44.4934825402496,40.1519099674508,18
"437","supermarket/shop(food)",10,44.4908831751435,40.1535478703313,18
"438","supermarket/shop(food)",10,44.4897332417483,40.1542478549236,18
"439","supermarket/shop(food)",10,44.4891508639496,40.1547222886371,18
"440","supermarket/shop(food)",10,44.4894293416877,40.1550276134723,18
"441","supermarket/shop(food)",10,44.4923333255066,40.152407693615,18
"442","supermarket/shop(food)",10,44.4936671440405,40.1523360800461,18
"443","supermarket/shop(food)",10,44.4934165140762,40.153942457923,18
"444","restaurant/cafe",6,44.4778042435959,40.1554116877828,18
"445","healthcare",10,44.4774024271693,40.1563005979524,18
"446","healthcare",10,44.4775091470251,40.1563808581342,18
"447","supermarket/shop(food)",10,44.4786717466658,40.1551148783124,18
"448","mall/shop(non-food)",14,44.4789875943197,40.1551794171464,18
"449","supermarket/shop(food)",10,44.4837067140017,40.1555621174399,18
"450","School/kindergarten",7,44.4847143542559,40.1557967211284,18
"451","supermarket/shop(food)",10,44.4851031451109,40.1567255158346,18
"452","supermarket/shop(food)",10,44.4859375901783,40.1570322047915,18
"453","supermarket/shop(food)",10,44.4899423695464,40.1557448845623,18
"454","supermarket/shop(food)",10,44.4900059702686,40.1559717979798,18
"455","School/kindergarten",7,44.4903696981271,40.156812915806,18
"456","supermarket/shop(food)",10,44.4928723146771,40.1565310796736,18
"457","supermarket/shop(food)",10,44.4951645457876,40.1453942864005,18
"458","supermarket/shop(food)",10,44.4970140871261,40.1465646570104,18
"459","School/kindergarten",7,44.4985565843005,40.1444811992934,18
"460","bank/atm",10,44.4976861167901,40.1455575791686,18
"461","supermarket/shop(food)",10,44.4953989162452,40.1481450098744,18
"462","mall/shop(non-food)",14,44.4972518711818,40.1480135841467,18
"463","supermarket/shop(food)",10,44.4972706459712,40.1481442545548,18
"464","supermarket/shop(food)",10,44.495629064621,40.1489578661696,18
"465","supermarket/shop(food)",10,44.4956575412155,40.1489753069735,18
"466","supermarket/shop(food)",10,44.4956122661252,40.1490253634293,18
"467","supermarket/shop(food)",10,44.4955396822503,40.1492187911153,18
"468","supermarket/shop(food)",10,44.4972914868858,40.1483378220804,18
"469","bank/atm",10,44.499090992063,40.1470938715992,18
"470","supermarket/shop(food)",10,44.4976085921811,40.1486446175819,18
"471","supermarket/shop(food)",10,44.4976189228069,40.1487312039757,18
"472","supermarket/shop(food)",10,44.4976325771992,40.1488381150169,18
"473","supermarket/shop(food)",10,44.4947350612503,40.1498023667277,18
"474","supermarket/shop(food)",10,44.4966124503626,40.1508016914122,18
"475","bank/atm",10,44.4946650824896,40.1517322709798,18
"476","mall/shop(non-food)",14,44.4952780928395,40.1521530977655,18
"477","restaurant/cafe",6,44.4954665593861,40.1522010920399,18
"478","bank/atm",10,44.4960729222029,40.1518665046398,18
"479","bus_stop",4,44.4960793002414,40.1519050924765,18
"480","bank/atm",10,44.4971169442261,40.1522492922642,18
"481","supermarket/shop(food)",10,44.4978187081261,40.1506511138844,18
"482","healthcare",10,44.4978214030719,40.1506728800137,18
"483","School/kindergarten",7,44.497902161616,40.1514656567395,18
"484","supermarket/shop(food)",10,44.4974530938054,40.1522663202555,18
"485","bus_stop",4,44.4975780494615,40.1522541672137,18
"486","cinema/theatre/museum",6,44.4978893157074,40.151948692586,18
"487","supermarket/shop(food)",10,44.4999621782255,40.1519057790927,18
"488","supermarket/shop(food)",10,44.4997358027739,40.1519669565606,18
"489","supermarket/shop(food)",10,44.4959771617936,40.153490058628,18
"490","supermarket/shop(food)",10,44.4963803256931,40.1529812860527,18
"491","supermarket/shop(food)",10,44.4960536982558,40.1534941095685,18
"492","supermarket/shop(food)",10,44.4946665197941,40.1537511721417,18
"493","beauty_salon",4,44.4975717612545,40.1525378062818,18
"494","supermarket/shop(food)",10,44.4977675939864,40.1523171982201,18
"495","bank/atm",10,44.4979466282225,40.1524059770874,18
"496","healthcare",10,44.4990307151074,40.1525748145357,18
"497","healthcare",10,44.4991121024721,40.1526154617969,11
"498","healthcare",10,44.4991121024721,40.1526154617969,18
"499","bus_stop",4,44.4989325292469,40.1526530879562,18
"500","supermarket/shop(food)",10,44.509896197795,40.1455994666531,19
"501","supermarket/shop(food)",10,44.5098565820909,40.1467571990351,19
"502","mall/shop(non-food)",14,44.510519269276,40.1463519949459,19
"503","supermarket/shop(food)",10,44.5099129962908,40.148341186676,19
"504","bank/atm",10,44.5102645070614,40.1487548933345,19
"505","supermarket/shop(food)",10,44.5156032846265,40.1440930116682,19
"506","supermarket/shop(food)",10,44.5158382839048,40.1472355990569,19
"507","supermarket/shop(food)",10,44.5159356612816,40.1469741858268,19
"508","healthcare",10,44.5150281831816,40.149532311711,19
"509","bank/atm",10,44.5157863612814,40.1487443189551,19
"510","bank/atm",10,44.5158385533994,40.1487090938999,19
"511","supermarket/shop(food)",10,44.5162542038814,40.1488898881903,19
"512","mall/shop(non-food)",14,44.5162367765648,40.1489328035892,19
"513","healthcare",10,44.5162349799343,40.1489668612305,19
"514","supermarket/shop(food)",10,44.5162368663964,40.1490996584026,19
"515","healthcare",10,44.5162753142905,40.1492472868052,19
"516","supermarket/shop(food)",10,44.5162747753014,40.1494817749805,19
"517","supermarket/shop(food)",10,44.5088409468307,40.1496587907007,19
"518","bank/atm",10,44.510282114041,40.1498732963315,19
"519","healthcare",10,44.5098347530295,40.1502705831401,19
"520","healthcare",10,44.5103274789629,40.1502512200969,19
"521","supermarket/shop(food)",10,44.5098843400332,40.1512510188132,19
"522","mall/shop(non-food)",14,44.5099075165675,40.1514613996919,19
"523","mall/shop(non-food)",14,44.5098669127167,40.1516040793035,19
"524","School/kindergarten",7,44.5093431050745,40.1531320643955,19
"525","supermarket/shop(food)",10,44.5099469526085,40.1526677127168,19
"526","supermarket/shop(food)",10,44.5099512645219,40.152810870419,19
"527","mall/shop(non-food)",14,44.5100074990586,40.1530765867928,19
"528","beauty_salon",4,44.5100621166279,40.1533486875216,19
"529","bank/atm",10,44.5094597962299,40.1546346113394,19
"530","supermarket/shop(food)",10,44.5091135855194,40.1547110972577,19
"531","bank/atm",10,44.5100543911165,40.1539373084564,19
"532","supermarket/shop(food)",10,44.5100215127771,40.1543356700389,19
"533","restaurant/cafe",6,44.5098212783003,40.1546405160005,19
"534","bank/atm",10,44.5099823462307,40.1545196763236,19
"535","bus_stop",4,44.5100919406954,40.1544438081211,19
"536","restaurant/cafe",6,44.5104765094685,40.1547884069942,19
"537","healthcare",10,44.516038069224,40.1501890111333,19
"538","bank/atm",10,44.5163266979248,40.1501824194517,19
"539","supermarket/shop(food)",10,44.5161465857103,40.1507979149621,19
"540","supermarket/shop(food)",10,44.5163196910656,40.1521173938483,19
"541","supermarket/shop(food)",10,44.5142602134452,40.1550156669001,19
"542","supermarket/shop(food)",10,44.5145942070678,40.1547693198739,19
"543","supermarket/shop(food)",10,44.5149653909432,40.1547560687404,19
"544","supermarket/shop(food)",10,44.4989190545176,40.1557126840795,18
"545","restaurant/cafe",6,44.4996713037365,40.1550441601579,18
"546","bank/atm",10,44.4997083143262,40.1552145015293,18
"547","mall/shop(non-food)",14,44.5000198500667,40.1551557986866,18
"548","cinema/theatre/museum",6,44.4995071815341,40.1562169734705,18
"549","bus_stop",4,44.5003125211863,40.1550541842892,18
"550","bus_stop",4,44.5011219032573,40.1554892713537,18
"551","mall/shop(non-food)",14,44.5013052494068,40.155492704253,18
"552","bus_stop",4,44.501481229371,40.1560269985875,18
"553","bus_stop",4,44.5015830084926,40.1561818209482,18
"554","bank/atm",10,44.5018040838841,40.1565319035568,18
"555","bus_stop",4,44.5016238818381,40.156966088619,18
"556","supermarket/shop(food)",10,44.5040452906864,40.1639375917969,19
"557","School/kindergarten",7,44.504439112107,40.1652831762456,19
"558","restaurant/cafe",6,44.5071103424358,40.1552940077547,19
"559","supermarket/shop(food)",10,44.5087609069389,40.1552916733764,19
"560","supermarket/shop(food)",10,44.5087671053143,40.1553602628714,19
"561","supermarket/shop(food)",10,44.5087339574804,40.1560053714891,19
"562","mall/shop(non-food)",14,44.508854601223,40.1560039983397,19
"563","restaurant/cafe",6,44.5106534775795,40.155336369842,19
"564","supermarket/shop(food)",10,44.5105728088669,40.1555073970601,19
"565","bus_stop",4,44.5106014651245,40.1557983689127,19
"566","healthcare",10,44.5106736896734,40.1558211632571,19
"567","bank/atm",10,44.5105418169896,40.1571980785192,19
"568","supermarket/shop(food)",10,44.5108081674714,40.1574390615655,19
"569","supermarket/shop(food)",10,44.5110260089278,40.1582829074237,19
"570","School/kindergarten",7,44.5095691212,40.1599839551021,19
"571","supermarket/shop(food)",10,44.5110401124778,40.1601190649446,19
"572","supermarket/shop(food)",10,44.5116981284234,40.1552121671482,19
"573","supermarket/shop(food)",10,44.5119099511674,40.1561527102519,19
"574","supermarket/shop(food)",10,44.5111855497222,40.1573798113972,19
"575","supermarket/shop(food)",10,44.5112780761965,40.1575496663184,19
"576","supermarket/shop(food)",10,44.5145680660931,40.1551557986866,19
"577","School/kindergarten",7,44.5152568044214,40.1574253990168,19
"578","supermarket/shop(food)",10,44.5112226501435,40.1586242600386,19
"579","supermarket/shop(food)",10,44.5113241597706,40.1589691123156,19
"580","supermarket/shop(food)",10,44.5117381034535,40.1589086963554,19
"581","supermarket/shop(food)",10,44.5115051703003,40.1591893554971,19
"582","restaurant/cafe",6,44.5120198151266,40.1596071153048,19
"583","bank/atm",10,44.5116173698793,40.1599148897028,19
"584","supermarket/shop(food)",10,44.5114364491811,40.1602736033626,19
"585","bank/atm",10,44.5065455716167,40.1631273862045,19
"586","bank/atm",10,44.5080465666249,40.1631021915526,19
"587","School/kindergarten",7,44.5103695201181,40.1615166945815,19
"588","School/kindergarten",7,44.5119329480386,40.1610710050249,19
"589","supermarket/shop(food)",10,44.5119253123587,40.1614934902375,19
"590","restaurant/cafe",6,44.5125153258373,40.1621784956111,19
"591","supermarket/shop(food)",10,44.5125296988819,40.1622420666152,19
"592","restaurant/cafe",6,44.5125515279433,40.1623039212823,19
"593","restaurant/cafe",6,44.5112074686152,40.16339388601,19
"594","healthcare",10,44.5117522070035,40.1636623756114,19
"595","healthcare",10,44.5123903701813,40.1633109567649,19
"596","School/kindergarten",7,44.5121441419619,40.1645218647146,19
"597","healthcare",10,44.5131507042378,40.1634989204219,19
"598","healthcare",10,44.5127249027931,40.1647865055341,19
"599","bus_stop",4,44.5129174117585,40.1648747189113,19
"600","supermarket/shop(food)",10,44.5165323222933,40.1634703620619,19
"601","healthcare",10,44.516414283665,40.1637902012771,19
"602","mall/shop(non-food)",14,44.5142478166943,40.1652811854511,19
"603","supermarket/shop(food)",10,44.5139645778852,40.1654550021847,19
"604","healthcare",10,44.5149341295713,40.1657619949494,19
"605","mall/shop(non-food)",14,44.5160493879966,40.1659688985027,19
"606","supermarket/shop(food)",10,44.5251186892735,40.1271296630076,26
"607","supermarket/shop(food)",10,44.5270416229707,40.1272263737459,26
"608","supermarket/shop(food)",10,44.522989322724,40.1285176000308,26
"609","supermarket/shop(food)",10,44.5230717880671,40.1285314057647,26
"610","supermarket/shop(food)",10,44.523137904072,40.1284220587804,26
"611","supermarket/shop(food)",10,44.5230972103897,40.1289659071812,26
"612","supermarket/shop(food)",10,44.524571705097,40.1293456643647,26
"613","mall/shop(non-food)",14,44.5245773644833,40.1295385986086,26
