"X","TYPE","lon","lat","cell"
3303,"Restaurants, cafe, fast-food",44.4787475644757,40.1915631642305,"2,3"
3311,"Restaurants, cafe, fast-food",44.4835259729666,40.1928734105301,"2,3"
3380,"Restaurants, cafe, fast-food",44.493732002404,40.1894727152036,"2,3,7"
3406,"Restaurants, cafe, fast-food",44.4884508068487,40.195359405324,"2,3"
3564,"Restaurants, cafe, fast-food",44.4921043449407,40.2001536204031,"2,3"
3620,"Restaurants, cafe, fast-food",44.4966410167886,40.1897899614428,"3,7"
3797,"Restaurants, cafe, fast-food",44.5140074275242,40.1889084208541,"3,7"
3802,"Restaurants, cafe, fast-food",44.5149974607989,40.1887265665125,"3,7"
3805,"Restaurants, cafe, fast-food",44.5146022919054,40.1892579915663,"3,7"
3806,"Restaurants, cafe, fast-food",44.5147403629646,40.189288391918,"3,7"
3814,"Restaurants, cafe, fast-food",44.5157021891393,40.1886081893677,"3,7"
3829,"Restaurants, cafe, fast-food",44.5156829651922,40.1887621139278,"3,7"
3837,"Restaurants, cafe, fast-food",44.5157727967206,40.1892352084495,"3,7"
3839,"Restaurants, cafe, fast-food",44.5160665458185,40.1892330811099,"3,7"
3840,"Restaurants, cafe, fast-food",44.5142545540589,40.189532898089,"3,7"
3842,"Restaurants, cafe, fast-food",44.5150300696437,40.1897343765502,"3,7"
3843,"Restaurants, cafe, fast-food",44.5151192723514,40.1901295086612,"3,7"
3852,"Restaurants, cafe, fast-food",44.5158549027376,40.190157575443,"3,7"
3862,"Restaurants, cafe, fast-food",44.5143316295103,40.1930673994905,"3,7"
3932,"Restaurants, cafe, fast-food",44.4970404975954,40.2018740647645,"2,3"
3990,"Restaurants, cafe, fast-food",44.501628463246,40.2010873656935,"3"
4020,"Restaurants, cafe, fast-food",44.5027023093367,40.203890582676,"3"
4070,"Restaurants, cafe, fast-food",44.5007526956755,40.2061112146899,"3"
4082,"Restaurants, cafe, fast-food",44.5050287662595,40.2051061179144,"3"
4144,"Restaurants, cafe, fast-food",44.5101770111528,40.2044332779095,"3"
4197,"Restaurants, cafe, fast-food",44.5084270929793,40.2071276851182,"3"
4370,"Restaurants, cafe, fast-food",44.5177108221146,40.1711213075043,"3,7"
4410,"Restaurants, cafe, fast-food",44.5167085717521,40.1733592116253,"3,7"
4439,"Restaurants, cafe, fast-food",44.5170611605011,40.1759869713425,"3,7"
4448,"Restaurants, cafe, fast-food",44.5211202879439,40.1747475770306,"3,7"
4453,"Restaurants, cafe, fast-food",44.5216475091842,40.1757669885695,"3,7"
4499,"Restaurants, cafe, fast-food",44.5173806912476,40.1770555077844,"3,7"
4511,"Restaurants, cafe, fast-food",44.5190821003958,40.1778273858589,"3,7"
4513,"Restaurants, cafe, fast-food",44.5172464829442,40.1787186792816,"3,7"
4519,"Restaurants, cafe, fast-food",44.5169989970834,40.179311061033,"3,7"
4525,"Restaurants, cafe, fast-food",44.5180875755447,40.1784742027653,"3,7"
4535,"Restaurants, cafe, fast-food",44.5204432277143,40.1783939687027,"3,7"
4540,"Restaurants, cafe, fast-food",44.5215626183898,40.1789046098772,"3,7"
4541,"Restaurants, cafe, fast-food",44.5210420446827,40.1796567004583,"3,7"
4590,"Restaurants, cafe, fast-food",44.5192139730795,40.1814150005262,"3,7"
4592,"Restaurants, cafe, fast-food",44.5184398049676,40.1819471691741,"3,7"
4610,"Restaurants, cafe, fast-food",44.5210563278957,40.1799934844396,"3,7"
4614,"Restaurants, cafe, fast-food",44.5194513079775,40.1814029899656,"3,7"
4633,"Restaurants, cafe, fast-food",44.5208997515417,40.1823000014122,"3,7"
4636,"Restaurants, cafe, fast-food",44.5218744236249,40.1818598015615,"3,7"
4637,"Restaurants, cafe, fast-food",44.5222185682103,40.1774999942213,"3,7"
4642,"Restaurants, cafe, fast-food",44.5238879973343,40.1773437104864,"3,7"
4652,"Restaurants, cafe, fast-food",44.5229002996794,40.1789011781617,"3,7"
4653,"Restaurants, cafe, fast-food",44.522758276033,40.1797210100617,"3,7"
4654,"Restaurants, cafe, fast-food",44.5228384057563,40.1794985685807,"3,7"
4665,"Restaurants, cafe, fast-food",44.5246005410176,40.1794543684588,"3,7"
4669,"Restaurants, cafe, fast-food",44.5248668914994,40.1783160681319,"3,7"
4676,"Restaurants, cafe, fast-food",44.5263632152681,40.1774087772761,"3,7"
4691,"Restaurants, cafe, fast-food",44.5273632198424,40.1794353569068,"3,7"
4694,"Restaurants, cafe, fast-food",44.5230688236267,40.1799628740225,"3,7"
4704,"Restaurants, cafe, fast-food",44.5225500465501,40.1809056822584,"3,7"
4714,"Restaurants, cafe, fast-food",44.5242109416789,40.1802074138078,"3,7"
4750,"Restaurants, cafe, fast-food",44.5176919574936,40.1830309849078,"3,7"
4795,"Restaurants, cafe, fast-food",44.5178602119463,40.1847872759332,"3,7"
4804,"Restaurants, cafe, fast-food",44.5181724663391,40.1838730714259,"3,7"
4824,"Restaurants, cafe, fast-food",44.5195502124903,40.1840222026921,"3,7"
4841,"Restaurants, cafe, fast-food",44.5168623633287,40.1856946740042,"3,7"
4847,"Restaurants, cafe, fast-food",44.5178141283722,40.1854041048039,"3,7"
4860,"Restaurants, cafe, fast-food",44.5181414744618,40.1860485161582,"3,7"
4881,"Restaurants, cafe, fast-food",44.5190474254258,40.1878023958007,"3,7"
4902,"Restaurants, cafe, fast-food",44.5195900976889,40.1868804771629,"3,7"
4925,"Restaurants, cafe, fast-food",44.5224206891492,40.1832267177677,"3,7"
4926,"Restaurants, cafe, fast-food",44.522574840052,40.1833235545383,"3,7"
4946,"Restaurants, cafe, fast-food",44.5253783922222,40.1851687798985,"3,7"
4965,"Restaurants, cafe, fast-food",44.5238649106315,40.1855086933888,"3,7"
5000,"Restaurants, cafe, fast-food",44.5254024670718,40.1864926005477,"3,7"
5002,"Restaurants, cafe, fast-food",44.5255514077459,40.1863250827321,"3,7"
5182,"Restaurants, cafe, fast-food",44.5178989293351,40.1891717999758,"3,7"
5186,"Restaurants, cafe, fast-food",44.5181262031019,40.1885438881886,"3,7"
5188,"Restaurants, cafe, fast-food",44.519089286918,40.1882908003514,"3,7"
5189,"Restaurants, cafe, fast-food",44.5189679245232,40.188455293828,"3,7"
5190,"Restaurants, cafe, fast-food",44.5193157522012,40.1883671797249,"3,7"
5192,"Restaurants, cafe, fast-food",44.5182082192874,40.188716821851,"3,7"
5200,"Restaurants, cafe, fast-food",44.5186221629703,40.1897236713065,"3,7"
5206,"Restaurants, cafe, fast-food",44.5196342049694,40.1883072703044,"3,7"
5208,"Restaurants, cafe, fast-food",44.5198365055714,40.1886160125593,"3,7"
5209,"Restaurants, cafe, fast-food",44.5200282958845,40.1886363940279,"3,7"
5211,"Restaurants, cafe, fast-food",44.5204383768117,40.1884419120207,"3,7"
5212,"Restaurants, cafe, fast-food",44.5206344790383,40.1886571186126,"3,7"
5214,"Restaurants, cafe, fast-food",44.5198340801201,40.1889039602817,"3,7"
5220,"Restaurants, cafe, fast-food",44.5209551775947,40.1886923915667,"3,7"
5223,"Restaurants, cafe, fast-food",44.5213883452247,40.1889563891445,"3,7"
5224,"Restaurants, cafe, fast-food",44.5200556945007,40.1895368096315,"3,7"
5281,"Restaurants, cafe, fast-food",44.5239681270576,40.1904077741624,"3,7"
5315,"Restaurants, cafe, fast-food",44.5211337626732,40.1980803154486,"3"
5326,"Restaurants, cafe, fast-food",44.5221097822294,40.1972738110317,"3"
5369,"Restaurants, cafe, fast-food",44.5329208270107,40.1924126931027,"3,4,7"
5458,"Restaurants, cafe, fast-food",44.5198824094824,40.206198413851,"3"
5503,"Restaurants, cafe, fast-food",44.5229109896313,40.2059576039359,"3"
5522,"Restaurants, cafe, fast-food",44.5269985936686,40.2071412690555,"3,4"
5553,"Restaurants, cafe, fast-food",44.5315793727969,40.200866709579,"3,4"
5725,"Restaurants, cafe, fast-food",44.549073703629,40.1966955152487,"3,4"
5746,"Restaurants, cafe, fast-food",44.5510904214419,40.1982937074745,"3,4"
5904,"Restaurants, cafe, fast-food",44.5535345576669,40.2005240599479,"3,4"
5929,"Restaurants, cafe, fast-food",44.5567878962999,40.2032191028005,"3,4"
5981,"Restaurants, cafe, fast-food",44.4940595281566,40.2149373824602,"2,3"
6002,"Restaurants, cafe, fast-food",44.491400065758,40.2200849750812,"2,3"
6049,"Restaurants, cafe, fast-food",44.4974804924216,40.2166351578779,"2,3"
6068,"Restaurants, cafe, fast-food",44.5157277012933,40.2138660814326,"3"
6096,"Restaurants, cafe, fast-food",44.4992263681763,40.2252061134087,"3"
6235,"Restaurants, cafe, fast-food",44.5330217976486,40.2257332059098,"3,4"
6302,"Restaurants, cafe, fast-food",44.5420163590939,40.2299321725239,"3,4"
6441,"Restaurants, cafe, fast-food",44.568872392828,40.1753921582453,"4,8"
6490,"Restaurants, cafe, fast-food",44.5653328509455,40.1833473690879,"4,8"
6582,"Restaurants, cafe, fast-food",44.5994245447985,40.187795190143,"4,8"
6583,"Restaurants, cafe, fast-food",44.6005210284343,40.1876357733509,"4,8"
6585,"Restaurants, cafe, fast-food",44.6034076747683,40.1864530029695,"4"
6586,"Restaurants, cafe, fast-food",44.6031985469702,40.1869552110967,"4"
6631,"Restaurants, cafe, fast-food",44.5643350921594,40.1967930189531,"4,8"
6720,"Restaurants, cafe, fast-food",44.5665065896957,40.20076536945,"4"
6795,"Restaurants, cafe, fast-food",44.5721700184044,40.2068993647943,"4"
6814,"Restaurants, cafe, fast-food",44.5890678678879,40.1933418102347,"4,8"
6841,"Restaurants, cafe, fast-food",44.6024923813253,40.1955540733478,"4"
6854,"Restaurants, cafe, fast-food",44.6064923097909,40.1878362966938,"4"
6936,"Restaurants, cafe, fast-food",44.5613313953439,40.21906396602,"4"
6951,"Restaurants, cafe, fast-food",44.5654209756748,40.2197953763584,"4"
7088,"Restaurants, cafe, fast-food",44.578963258246,40.2203670960006,"4"
7173,"Restaurants, cafe, fast-food",44.562228003829,40.239285721888,"4"
3362,"Supermarkets, malls",44.4840499602718,40.1927914093701,"2,3"
4378,"Supermarkets, malls",44.5180626922114,40.1714271077305,"3,7"
7,"Schools, learning centers, kindergartens",44.436441046844,40.1412582751969,"5,6"
31,"Schools, learning centers, kindergartens",44.4649793556106,40.1418489923926,"6"
162,"Schools, learning centers, kindergartens",44.4652300754064,40.145377806032,"6"
174,"Schools, learning centers, kindergartens",44.4722738553807,40.1502153778533,"6,7"
277,"Schools, learning centers, kindergartens",44.4337690978629,40.170621796517,"2,5,6"
375,"Schools, learning centers, kindergartens",44.4421264842772,40.1760912998967,"2,6"
377,"Schools, learning centers, kindergartens",44.442720091017,40.1763617983811,"2,6"
393,"Schools, learning centers, kindergartens",44.4462388818164,40.1765843187822,"2,6"
437,"Schools, learning centers, kindergartens",44.4417948262743,40.1770524877924,"2,6"
441,"Schools, learning centers, kindergartens",44.443913682535,40.1772757609241,"2,6"
506,"Schools, learning centers, kindergartens",44.4542878765936,40.1667849051407,"2,6"
510,"Schools, learning centers, kindergartens",44.4555969914572,40.1711357910029,"2,6"
548,"Schools, learning centers, kindergartens",44.4597387639061,40.1729027546402,"2,6"
555,"Schools, learning centers, kindergartens",44.464123800134,40.1668674869097,"2,6"
558,"Schools, learning centers, kindergartens",44.4663354523635,40.169229296706,"2,6"
574,"Schools, learning centers, kindergartens",44.4575306151062,40.1782374811218,"2,6"
597,"Schools, learning centers, kindergartens",44.4552097277382,40.1828459578141,"2,6"
598,"Schools, learning centers, kindergartens",44.4541295934406,40.1848946792273,"2,6"
629,"Schools, learning centers, kindergartens",44.4618723525374,40.1858466836119,"2,6"
715,"Schools, learning centers, kindergartens",44.4681973904529,40.1955475546884,"2,3"
716,"Schools, learning centers, kindergartens",44.4712207603732,40.1936718015796,"2,3,6"
733,"Schools, learning centers, kindergartens",44.4646386246234,40.2034711057854,"2"
748,"Schools, learning centers, kindergartens",44.4658660826276,40.2075286845467,"2"
847,"Schools, learning centers, kindergartens",44.434907622654,40.2123791147044,"1,2"
888,"Schools, learning centers, kindergartens",44.4733176977409,40.119614790476,"6,10"
893,"Schools, learning centers, kindergartens",44.474049914529,40.1210340674732,"6,10"
1042,"Schools, learning centers, kindergartens",44.4889707517351,40.1364364106881,"6,7"
1052,"Schools, learning centers, kindergartens",44.4849218650866,40.1427893772017,"6,7"
1145,"Schools, learning centers, kindergartens",44.5161051733757,40.1424629839783,"7"
1177,"Schools, learning centers, kindergartens",44.4767570774692,40.1514794578114,"6,7"
1231,"Schools, learning centers, kindergartens",44.4795129290978,40.1534453609472,"6,7"
1281,"Schools, learning centers, kindergartens",44.4850587683358,40.1443753801023,"6,7"
1319,"Schools, learning centers, kindergartens",44.491565984591,40.1452812584597,"6,7"
1364,"Schools, learning centers, kindergartens",44.4861732182773,40.1502824618838,"6,7"
1403,"Schools, learning centers, kindergartens",44.4882484164152,40.1547884756529,"6,7"
1409,"Schools, learning centers, kindergartens",44.4892651296537,40.1519875550222,"6,7"
1743,"Schools, learning centers, kindergartens",44.504439112107,40.1652831762456,"3,7"
1773,"Schools, learning centers, kindergartens",44.5095691212,40.1599839551021,"7"
1782,"Schools, learning centers, kindergartens",44.5152568044214,40.1574253990168,"7"
1797,"Schools, learning centers, kindergartens",44.5103695201181,40.1615166945815,"7"
1802,"Schools, learning centers, kindergartens",44.5119329480386,40.1610710050249,"7"
1908,"Schools, learning centers, kindergartens",44.5278382489647,40.1306080721624,"7,11"
1909,"Schools, learning centers, kindergartens",44.5283241477018,40.1303464575868,"7,11"
1952,"Schools, learning centers, kindergartens",44.5265822245344,40.1397185544462,"7"
2040,"Schools, learning centers, kindergartens",44.5414011029558,40.1418415758403,"7,8"
2079,"Schools, learning centers, kindergartens",44.5204264292185,40.1508049185603,"7"
2094,"Schools, learning centers, kindergartens",44.5224072144199,40.1540401603952,"7"
2104,"Schools, learning centers, kindergartens",44.5297124041419,40.145249121684,"7,8"
2135,"Schools, learning centers, kindergartens",44.5166622186834,40.1577000912394,"7"
2139,"Schools, learning centers, kindergartens",44.5184924462433,40.1577187656016,"7"
2148,"Schools, learning centers, kindergartens",44.5191676200108,40.161523285163,"7"
2149,"Schools, learning centers, kindergartens",44.5175204691059,40.1625505842281,"7"
2152,"Schools, learning centers, kindergartens",44.5262502072054,40.1634453048372,"7"
2153,"Schools, learning centers, kindergartens",44.5279908727314,40.1581094156038,"7,8"
2156,"Schools, learning centers, kindergartens",44.5351614948239,40.160034689978,"7,8"
2326,"Schools, learning centers, kindergartens",44.498027117272,40.1719496076446,"3,7"
2418,"Schools, learning centers, kindergartens",44.5125034680756,40.1678025828571,"3,7"
2620,"Schools, learning centers, kindergartens",44.5025046799742,40.1779796876358,"3,7"
2650,"Schools, learning centers, kindergartens",44.5042435488696,40.1796311687738,"3,7"
2685,"Schools, learning centers, kindergartens",44.505294398089,40.1835380224432,"3,7"
2741,"Schools, learning centers, kindergartens",44.5090573509826,40.1796304824381,"3,7"
2793,"Schools, learning centers, kindergartens",44.5076534638566,40.1812410187693,"3,7"
2966,"Schools, learning centers, kindergartens",44.5071370223998,40.1850407886112,"3,7"
3081,"Schools, learning centers, kindergartens",44.5126753157894,40.184795785849,"3,7"
3181,"Schools, learning centers, kindergartens",44.5125644636834,40.1853645065903,"3,7"
3407,"Schools, learning centers, kindergartens",44.4887772546229,40.1957506620962,"2,3"
3524,"Schools, learning centers, kindergartens",44.472965468318,40.2072406786959,"2,3"
3525,"Schools, learning centers, kindergartens",44.4738130287885,40.2076053166739,"2,3"
3527,"Schools, learning centers, kindergartens",44.4786178477487,40.2045108054453,"2,3"
3604,"Schools, learning centers, kindergartens",44.4919252208731,40.2040024152982,"2,3"
3622,"Schools, learning centers, kindergartens",44.4970093260551,40.1930028966788,"3,7"
3638,"Schools, learning centers, kindergartens",44.5003886983224,40.1927931934968,"3,7"
3658,"Schools, learning centers, kindergartens",44.5054660661398,40.1917721850031,"3,7"
3962,"Schools, learning centers, kindergartens",44.4983325444686,40.2037467780023,"3"
3994,"Schools, learning centers, kindergartens",44.5029475494092,40.1998896664124,"3"
4154,"Schools, learning centers, kindergartens",44.5115253823942,40.2008523696512,"3"
4279,"Schools, learning centers, kindergartens",44.5154197588139,40.2045252132077,"3"
4338,"Schools, learning centers, kindergartens",44.5192130747642,40.1683823605874,"3,7"
4389,"Schools, learning centers, kindergartens",44.5208510628533,40.1714551822501,"3,7"
4411,"Schools, learning centers, kindergartens",44.5171166763856,40.1740438913465,"3,7"
4436,"Schools, learning centers, kindergartens",44.5188881541259,40.1745427593986,"3,7"
4475,"Schools, learning centers, kindergartens",44.5270259922848,40.1761311094343,"3,7"
4533,"Schools, learning centers, kindergartens",44.5208717241048,40.1782952717529,"3,7"
4538,"Schools, learning centers, kindergartens",44.5202545815046,40.1791388583668,"3,7"
4591,"Schools, learning centers, kindergartens",44.5181863003944,40.1820602733476,"3,7"
4717,"Schools, learning centers, kindergartens",44.5224200603285,40.1816552112916,"3,7"
4887,"Schools, learning centers, kindergartens",44.5205627036471,40.1862465736257,"3,7"
5022,"Schools, learning centers, kindergartens",44.5291412552843,40.1805028095552,"3,7"
5116,"Schools, learning centers, kindergartens",44.5402703036762,40.1800606076826,"3,4,7,8"
5128,"Schools, learning centers, kindergartens",44.5439572590968,40.1837071942482,"3,4,7,8"
5142,"Schools, learning centers, kindergartens",44.5458271023607,40.1863095044464,"3,4,8"
5159,"Schools, learning centers, kindergartens",44.5572360657951,40.1879167940908,"4,8"
5196,"Schools, learning centers, kindergartens",44.5191059955823,40.1890267974749,"3,7"
5379,"Schools, learning centers, kindergartens",44.5166261962405,40.1997847569376,"3"
5529,"Schools, learning centers, kindergartens",44.5230358554558,40.2092307617887,"3"
5636,"Schools, learning centers, kindergartens",44.5296555407844,40.2065087212066,"3,4"
5700,"Schools, learning centers, kindergartens",44.53762332786,40.2071128662743,"3,4"
5736,"Schools, learning centers, kindergartens",44.5598167459433,40.1886573931104,"4,8"
5737,"Schools, learning centers, kindergartens",44.559998924283,40.1887389875227,"4,8"
5754,"Schools, learning centers, kindergartens",44.5398836687779,40.2002616854915,"3,4"
5772,"Schools, learning centers, kindergartens",44.5428689501301,40.2022668619914,"3,4"
5824,"Schools, learning centers, kindergartens",44.5470419839509,40.2017349213756,"3,4"
5832,"Schools, learning centers, kindergartens",44.5386626786437,40.2068704816697,"3,4"
5873,"Schools, learning centers, kindergartens",44.5487000943024,40.2060068636975,"3,4"
6094,"Schools, learning centers, kindergartens",44.4947384748484,40.2244598092563,"2,3"
6112,"Schools, learning centers, kindergartens",44.5068275527844,40.2257600919756,"3"
6139,"Schools, learning centers, kindergartens",44.521172659725,40.2107329586603,"3"
6171,"Schools, learning centers, kindergartens",44.5262302646061,40.2107955923504,"3,4"
6239,"Schools, learning centers, kindergartens",44.5371620429616,40.2233588224357,"3,4"
6260,"Schools, learning centers, kindergartens",44.5410285716075,40.2195863047915,"3,4"
6278,"Schools, learning centers, kindergartens",44.5387176555391,40.2210901926862,"3,4"
6284,"Schools, learning centers, kindergartens",44.545960951338,40.2234355052522,"3,4"
6425,"Schools, learning centers, kindergartens",44.5694715691225,40.1718797993629,"4,8"
6427,"Schools, learning centers, kindergartens",44.5692480682798,40.1729604125341,"4,8"
6576,"Schools, learning centers, kindergartens",44.5957498962973,40.1856948798865,"4,8"
6620,"Schools, learning centers, kindergartens",44.5709044718322,40.1912259573321,"4,8"
6669,"Schools, learning centers, kindergartens",44.5738469035453,40.1879977031429,"4,8"
6681,"Schools, learning centers, kindergartens",44.5752282429577,40.189761071029,"4,8"
6783,"Schools, learning centers, kindergartens",44.5693460744773,40.2093633038575,"4"
6892,"Schools, learning centers, kindergartens",44.5672574016102,40.2104311773424,"4"
7004,"Schools, learning centers, kindergartens",44.5762897821289,40.2173010172133,"4"
7006,"Schools, learning centers, kindergartens",44.5739274824263,40.2188426824844,"4"
1331,"Shops",44.4893457085347,40.1478910160368,"6,7"
2657,"Shops",44.5045964071132,40.1813386819564,"3,7"
3585,"Shops",44.4893816411461,40.2017304616469,"2,3"
5860,"Shops",44.5419426074091,40.2098685666648,"3,4"
5906,"Shops",44.5504626787213,40.2039220742122,"3,4"
121,"Shops",44.4410691671878,40.1652415068452,"2,6"
372,"Shops",44.4451240725488,40.1736845640534,"2,6"
389,"Shops",44.4461717776647,40.1736199055305,"2,6"
508,"Shops",44.4557621916379,40.1693066585561,"2,6"
1044,"Shops",44.4897623471635,40.1365460194872,"6,7"
2385,"Shops",44.5056992687875,40.1678837218334,"3,7"
2439,"Shops",44.5144900024949,40.1689017949422,"3,7"
2505,"Shops",44.5130358097129,40.1723022859486,"3,7"
2576,"Shops",44.513921189257,40.1742830986233,"3,7"
2637,"Shops",44.5037621417089,40.1779341824539,"3,7"
2750,"Shops",44.5110569109736,40.1788869708577,"3,7"
2753,"Shops",44.509741507903,40.1793361124008,"3,7"
2779,"Shops",44.5081134012821,40.1804766604947,"3,7"
2820,"Shops",44.5085670505006,40.1813900185578,"3,7"
3108,"Shops",44.5145622270437,40.1836719187018,"3,7"
3507,"Shops",44.4761382280699,40.2053100199806,"2,3"
3940,"Shops",44.498690972267,40.2025290914671,"3"
4584,"Shops",44.5188213194688,40.1812544019972,"3,7"
4746,"Shops",44.5173319127277,40.1828016912425,"3,7"
4801,"Shops",44.5175656543647,40.1852092703895,"3,7"
4825,"Shops",44.5196403135133,40.1840881552552,"3,7"
4831,"Shops",44.520407474766,40.1847507656373,"3,7"
4848,"Shops",44.5178898563507,40.1854560559781,"3,7"
5495,"Shops",44.5222784858397,40.2056857827134,"3"
5496,"Shops",44.5222670772356,40.2057069823381,"3"
3493,"Shops",44.4746269922675,40.2047108672433,"2,3"
328,"Shops",44.442320250884,40.1662460961035,"2,6"
6652,"Shops",44.5671388239927,40.1980184933889,"4"
152,"Shops",44.4628632841274,40.1455785915821,"6"
164,"Shops",44.4645359471864,40.1463165626483,"6"
587,"Shops",44.4596682461563,40.1792436625126,"2,6"
706,"Shops",44.4701541906363,40.1909431661274,"2,6"
5599,"Shops",44.5340211734022,40.2008236897865,"3,4"
7058,"Shops",44.5808141470574,40.2170735543089,"4"
5243,"Shops",44.5231397905341,40.1885590542139,"3,7"
3877,"Shops",44.4955059055956,40.1991356045107,"2,3"
4287,"Shops",44.5142693762611,40.2064657049943,"3"
27,"Shops",44.4652244160201,40.1386017698095,"6"
34,"Shops",44.4674720906925,40.1402033219927,"6,7"
36,"Shops",44.4675873445435,40.1401253775929,"6,7"
37,"Shops",44.4675391050127,40.1401643154672,"6,7"
89,"Shops",44.4478481238163,40.1581694203435,"6"
123,"Shops",44.4411658259124,40.1652796751932,"2,6"
331,"Shops",44.4425874098495,40.1662452036911,"2,6"
332,"Shops",44.4426771515464,40.1663150864152,"2,6"
335,"Shops",44.4438844872882,40.1666001769795,"2,6"
343,"Shops",44.4443633791662,40.1713113774366,"2,6"
346,"Shops",44.4464041718287,40.1683750155772,"2,6"
355,"Shops",44.4403028144189,40.1720036970014,"2,6"
366,"Shops",44.4426935008845,40.1733207046208,"2,6"
2769,"Shops",44.506423221075,40.1801958834645,"3,7"
3112,"Shops",44.5148818476218,40.1838323742494,"3,7"
3144,"Shops",44.5148964901609,40.1839091704187,"3,7"
3147,"Shops",44.5148976579708,40.1839799957632,"3,7"
1391,"Shops",44.4891021752612,40.1515887676944,"6,7"
2825,"Shops",44.5084542221009,40.1818559582075,"3,7"
4368,"Shops",44.5170025903446,40.1708225074339,"3,7"
4369,"Shops",44.5172091130284,40.1710642658282,"3,7"
4673,"Shops",44.5265341646667,40.1772669755212,"3,7"
4677,"Shops",44.5264267261587,40.1773516036129,"3,7"
131,"Shops",44.4432337476964,40.1636813915823,"6"
753,"Shops",44.4677218223415,40.2055690131407,"2,3"
1056,"Shops",44.4872293675569,40.1439472948138,"6,7"
1300,"Shops",44.4890686681011,40.1470592636867,"6,7"
1334,"Shops",44.4916559957824,40.1472380710449,"6,7"
1362,"Shops",44.4845376556395,40.1508661656825,"6,7"
1400,"Shops",44.4868261138258,40.1534047828428,"6,7"
1518,"Shops",44.4956122661252,40.1490253634293,"6,7"
1537,"Shops",44.4976325771992,40.1488381150169,"6,7"
1577,"Shops",44.4963803256931,40.1529812860527,"6,7"
1847,"Shops",44.5139645778852,40.1654550021847,"3,7"
2078,"Shops",44.5186097662194,40.1510810108124,"7"
2801,"Shops",44.5077062847953,40.1821987707983,"3,7"
2906,"Shops",44.5133201265004,40.1823538079957,"3,7"
3316,"Shops",44.473604170485,40.1941325104532,"2,3"
3327,"Shops",44.4737473619413,40.1952488621826,"2,3"
3503,"Shops",44.4761566435333,40.205105912091,"2,3"
3528,"Shops",44.480120549556,40.2045521076893,"2,3"
3556,"Shops",44.4910925724362,40.2006110604588,"2,3"
3593,"Shops",44.491147100174,40.2022606184201,"2,3"
3652,"Shops",44.5048890782328,40.1918657843785,"3,7"
3953,"Shops",44.4990821885732,40.2025848717036,"3"
4059,"Shops",44.5010337785279,40.2057150779859,"3"
4064,"Shops",44.5017918667962,40.2046583819522,"3"
4067,"Shops",44.5021931442336,40.2045604093001,"3"
4175,"Shops",44.5072432930979,40.2061486739814,"3"
4245,"Shops",44.5111992939461,40.2046673010241,"3"
4305,"Shops",44.5112997255949,40.2095346751544,"3"
4604,"Shops",44.5203127025035,40.1805131044582,"3,7"
4749,"Shops",44.517452825965,40.1828866555824,"3,7"
4817,"Shops",44.5205347660417,40.1830228179213,"3,7"
5404,"Shops",44.5214913819878,40.2038036549827,"3"
5412,"Shops",44.5233927561181,40.2009694904082,"3"
5420,"Shops",44.5230242671886,40.2019675815858,"3"
5695,"Shops",44.5380746414587,40.2059925934639,"3,4"
5793,"Shops",44.5433425419479,40.2032034597855,"3,4"
5835,"Shops",44.5430850847874,40.2044775989718,"3,4"
5878,"Shops",44.5461909200508,40.2077897959874,"3,4"
5882,"Shops",44.5458540518192,40.2079052582401,"3,4"
6086,"Shops",44.4949701503601,40.2226961777726,"2,3"
6304,"Shops",44.5487097961074,40.226499591775,"3,4"
6476,"Shops",44.5700831421679,40.182425458533,"4,8"
6528,"Shops",44.5713771653347,40.1835925143404,"4,8"
6675,"Shops",44.5732268863362,40.1897223674626,"4,8"
6747,"Shops",44.5657803017885,40.2050526038116,"4"
6774,"Shops",44.5669632033546,40.2061265140001,"4"
6878,"Shops",44.5627646573797,40.214011785404,"4"
6916,"Shops",44.5622278241659,40.2176212200321,"4"
7011,"Shops",44.5715651827236,40.2205885117417,"4"
7055,"Shops",44.5806802082486,40.2169793037743,"4"
7115,"Shops",44.5725077849513,40.2236410669002,"4"
7141,"Shops",44.5857997968843,40.2149790213399,"4"
385,"Shops",44.4456460835604,40.1733213223804,"2,6"
390,"Shops",44.4462568481221,40.173680788876,"2,6"
603,"Shops",44.4594893017517,40.1833447611549,"2,6"
1161,"Shops",44.481394719955,40.1476671655846,"6,7"
1312,"Shops",44.4874138815162,40.1483034894627,"6,7"
1416,"Shops",44.4915830525814,40.1513459100082,"6,7"
1418,"Shops",44.4905539425919,40.1516903872771,"6,7"
1656,"Shops",44.5098669127167,40.1516040793035,"7"
2461,"Shops",44.5070475501975,40.1723609739665,"3,7"
2516,"Shops",44.5133953154897,40.173460386788,"3,7"
2517,"Shops",44.513464395935,40.1735000605895,"3,7"
2600,"Shops",44.5164520129069,40.1765683950763,"3,7"
2635,"Shops",44.5039241079546,40.1771594915153,"3,7"
2645,"Shops",44.5039819594589,40.1785913621715,"3,7"
2767,"Shops",44.5059823279336,40.1798411185496,"3,7"
2768,"Shops",44.506320363975,40.1801129747474,"3,7"
2772,"Shops",44.5082662945434,40.1803866829418,"3,7"
2773,"Shops",44.5083087848564,40.1803577198902,"3,7"
2780,"Shops",44.5080476446033,40.1805440577903,"3,7"
2876,"Shops",44.5140828860081,40.1794801061109,"3,7"
