"","TYPE","point","lon","lat","cell","districtName"
"786","supermarket/shop(food)",10,44.5245495167095,40.1328721054098,11,"Erebuni"
"787","supermarket/shop(food)",10,44.5272885698423,40.131003754568,11,"Erebuni"
"788","bank/atm",10,44.5249674129797,40.1318966929793,11,"Erebuni"
"789","mall/shop(non-food)",14,44.5249648976969,40.1319793858591,11,"Erebuni"
"791","supermarket/shop(food)",10,44.5251919019692,40.1319765699072,11,"Erebuni"
"792","supermarket/shop(food)",10,44.5251335114757,40.1320874908509,11,"Erebuni"
"793","supermarket/shop(food)",10,44.5257244232696,40.1320554165161,11,"Erebuni"
"794","beauty_salon",4,44.5269429879525,40.1323695657727,11,"Erebuni"
"795","supermarket/shop(food)",10,44.5269826934881,40.1324366674262,11,"Erebuni"
"797","supermarket/shop(food)",10,44.5275275217079,40.1326806916114,11,"Erebuni"
"798","supermarket/shop(food)",10,44.5278715764617,40.1272570766291,11,"Erebuni"
"799","supermarket/shop(food)",10,44.5280400105775,40.1289567034178,11,"Erebuni"
"800","supermarket/shop(food)",10,44.5284190097958,40.1296342756577,11,"Erebuni"
"801","School/kindergarten",7,44.5278382489647,40.1306080721624,11,"Erebuni"
"802","School/kindergarten",7,44.5283241477018,40.1303464575868,11,"Erebuni"
"803","supermarket/shop(food)",10,44.5279934778458,40.1311819860395,11,"Erebuni"
"804","supermarket/shop(food)",10,44.5279843150299,40.1327568588458,11,"Erebuni"
"806","supermarket/shop(food)",10,44.5172798104412,40.1369201028228,11,"Erebuni"
"807","supermarket/shop(food)",10,44.5225568737463,40.1333521141748,11,"Erebuni"
"808","supermarket/shop(food)",10,44.5244523189958,40.1361268816273,11,"Erebuni"
"809","supermarket/shop(food)",10,44.5247209152657,40.1366614656564,11,"Erebuni"
"810","supermarket/shop(food)",10,44.5224633591252,40.1374099723786,11,"Erebuni"
"811","supermarket/shop(food)",10,44.5174705227761,40.1389897141121,11,"Erebuni"
"812","bank/atm",10,44.5171147899235,40.1424462968852,11,"Erebuni"
"813","beauty_salon",4,44.5195511108056,40.1417738654268,11,"Erebuni"
"814","mall/shop(non-food)",14,44.52032366195,40.1417626032419,11,"Erebuni"
"815","healthcare",10,44.520058119952,40.1418450781012,11,"Erebuni"
"816","bank/atm",10,44.5212938424568,40.141589893283,11,"Erebuni"
"817","supermarket/shop(food)",10,44.5211272948031,40.1416600073988,11,"Erebuni"
"818","healthcare",10,44.5220340542509,40.1414550899365,11,"Erebuni"
"819","supermarket/shop(food)",10,44.5219925520848,40.1416379636934,11,"Erebuni"
"820","mall/shop(non-food)",14,44.5215366570781,40.1416787548436,11,"Erebuni"
"821","bus_stop",4,44.5216673619519,40.1417893852638,11,"Erebuni"
"822","supermarket/shop(food)",10,44.5220655851174,40.1421451044507,11,"Erebuni"
"823","supermarket/shop(food)",10,44.5218605895695,40.1421571906297,11,"Erebuni"
"824","supermarket/shop(food)",10,44.522072322482,40.1421920070539,11,"Erebuni"
"825","mall/shop(non-food)",14,44.5220814852979,40.1422523005432,11,"Erebuni"
"826","bus_stop",4,44.5220798683304,40.1423998751561,11,"Erebuni"
"827","mall/shop(non-food)",14,44.5220840005807,40.1424388803981,11,"Erebuni"
"828","supermarket/shop(food)",10,44.5205628833101,40.143761817819,11,"Erebuni"
"829","supermarket/shop(food)",10,44.5220367491968,40.1437765818338,11,"Erebuni"
"831","supermarket/shop(food)",10,44.5257281063623,40.1390721923374,11,"Erebuni"
"832","School/kindergarten",7,44.5265822245344,40.1397185544462,11,"Erebuni"
"833","bank/atm",10,44.5221015177287,40.1420800038584,11,"Erebuni"
"834","bus_stop",4,44.5223799056353,40.1420377021743,11,"Erebuni"
"835","mall/shop(non-food)",14,44.5224907577414,40.1420523978923,11,"Erebuni"
"836","supermarket/shop(food)",10,44.5244607631594,40.1414836575555,11,"Erebuni"
"837","bank/atm",10,44.5236813848189,40.1420705958563,11,"Erebuni"
"838","supermarket/shop(food)",10,44.5243916827141,40.1420043964467,11,"Erebuni"
"839","supermarket/shop(food)",10,44.5222212631561,40.1437068132519,11,"Erebuni"
"840","supermarket/shop(food)",10,44.5252622400559,40.1419347633882,11,"Erebuni"
"841","supermarket/shop(food)",10,44.5256157271202,40.141486267097,11,"Erebuni"
"842","bus_stop",4,44.5256002760973,40.1415666134578,11,"Erebuni"
"843","supermarket/shop(food)",10,44.5260063146058,40.1418945904374,11,"Erebuni"
"844","bus_stop",4,44.5263111129817,40.1418145878235,11,"Erebuni"
"846","supermarket/shop(food)",10,44.5273594469182,40.1413921861948,11,"Erebuni"
"847","supermarket/shop(food)",10,44.5277545259802,40.1345700121718,11,"Erebuni"
"848","supermarket/shop(food)",10,44.5315724557692,40.13658241836,11,"Erebuni"
"849","supermarket/shop(food)",10,44.5328169817638,40.1359799801664,11,"Erebuni"
"850","supermarket/shop(food)",10,44.5329302593212,40.1362387572815,11,"Erebuni"
"851","supermarket/shop(food)",10,44.5322921859749,40.1373459660705,11,"Erebuni"
"852","supermarket/shop(food)",10,44.5323660274912,40.1374658748343,11,"Erebuni"
"853","supermarket/shop(food)",10,44.5378249098097,40.1372426767939,11,"Erebuni"
"854","supermarket/shop(food)",10,44.5293511915662,40.1412108225696,11,"Erebuni"
"856","supermarket/shop(food)",10,44.5304440819408,40.1412185138805,11,"Erebuni"
"857","mall/shop(non-food)",14,44.5279347280262,40.1413558585707,11,"Erebuni"
"859","healthcare",10,44.5277178747166,40.1418352580358,11,"Erebuni"
"860","supermarket/shop(food)",10,44.5282808489051,40.1417534698833,11,"Erebuni"
"861","bus_stop",4,44.5288743658134,40.1416893989949,11,"Erebuni"
"863","supermarket/shop(food)",10,44.5298406835645,40.1416589773193,11,"Erebuni"
"864","supermarket/shop(food)",10,44.5299693223132,40.1416830811762,11,"Erebuni"
"865","supermarket/shop(food)",10,44.5325208072147,40.1414741807986,11,"Erebuni"
"866","supermarket/shop(food)",10,44.533813393077,40.1409362696707,11,"Erebuni"
"867","bus_stop",4,44.5335311424147,40.1414511756224,11,"Erebuni"
"869","supermarket/shop(food)",10,44.5333798661209,40.1435832073206,11,"Erebuni"
"870","supermarket/shop(food)",10,44.5377550208806,40.1424616792264,11,"Erebuni"
"871","supermarket/shop(food)",10,44.5380317019882,40.14253227314,11,"Erebuni"
"872","supermarket/shop(food)",10,44.542143021549,40.131111792429,11,"Erebuni"
"873","supermarket/shop(food)",10,44.5422606110197,40.1312477838981,11,"Erebuni"
"874","supermarket/shop(food)",10,44.540505213123,40.1427446724788,11,"Erebuni"
"875","supermarket/shop(food)",10,44.5409129584304,40.1431503101081,11,"Erebuni"
"876","School/kindergarten",7,44.5414011029558,40.1418415758403,11,"Erebuni"
"877","supermarket/shop(food)",10,44.5416381683593,40.1427202943149,11,"Erebuni"
"878","supermarket/shop(food)",10,44.5416938639069,40.1428684172773,11,"Erebuni"
"879","supermarket/shop(food)",10,44.54458868491,40.1429833033396,11,"Erebuni"
"880","supermarket/shop(food)",10,44.517965225003,40.1441209601526,11,"Erebuni"
"881","supermarket/shop(food)",10,44.5186150662796,40.1445769926435,11,"Erebuni"
"882","supermarket/shop(food)",10,44.5187376863158,40.1463758911361,11,"Erebuni"
"883","supermarket/shop(food)",10,44.5197237670032,40.1459325742376,11,"Erebuni"
"884","supermarket/shop(food)",10,44.5204870655001,40.1458981717364,11,"Erebuni"
"885","supermarket/shop(food)",10,44.5207597041889,40.1457988781924,11,"Erebuni"
"886","healthcare",10,44.521580674527,40.1455196744063,11,"Erebuni"
"887","supermarket/shop(food)",10,44.5183222154969,40.1468856058595,11,"Erebuni"
"888","supermarket/shop(food)",10,44.5185384399858,40.1469391658536,11,"Erebuni"
"889","healthcare",10,44.5181319523198,40.1491156572171,11,"Erebuni"
"890","supermarket/shop(food)",10,44.5221647591247,40.145420380309,11,"Erebuni"
"891","bus_stop",4,44.5224046991371,40.1457616602429,11,"Erebuni"
"892","bus_stop",4,44.5221787728432,40.1459715087837,11,"Erebuni"
"893","supermarket/shop(food)",10,44.5271637040178,40.1446907084451,11,"Erebuni"
"894","supermarket/shop(food)",10,44.5262655683968,40.1462443933182,11,"Erebuni"
"895","supermarket/shop(food)",10,44.518434594739,40.15081501198,11,"Erebuni"
"896","supermarket/shop(food)",10,44.5186097662194,40.1510810108124,11,"Erebuni"
"897","School/kindergarten",7,44.5204264292185,40.1508049185603,11,"Erebuni"
"898","supermarket/shop(food)",10,44.5217449763925,40.1505595175413,11,"Erebuni"
"899","supermarket/shop(food)",10,44.518682799252,40.1545696600342,11,"Erebuni"
"900","supermarket/shop(food)",10,44.5206980797604,40.1544416110316,11,"Erebuni"
"901","supermarket/shop(food)",10,44.5212304213977,40.1544142160662,11,"Erebuni"
"902","healthcare",10,44.5225990945646,40.150114786015,11,"Erebuni"
"903","supermarket/shop(food)",10,44.5226881176093,40.1503832594632,11,"Erebuni"
"904","bus_stop",4,44.5228745180307,40.1503836714421,11,"Erebuni"
"905","supermarket/shop(food)",10,44.5270107209249,40.1503512624277,11,"Erebuni"
"906","School/kindergarten",7,44.5224072144199,40.1540401603952,11,"Erebuni"
"907","bus_stop",4,44.5229985753715,40.1540696839537,11,"Erebuni"
"908","bus_stop",4,44.5225665755513,40.1543570916917,11,"Erebuni"
"909","bus_stop",4,44.5228023833134,40.1545424024383,11,"Erebuni"
"910","supermarket/shop(food)",10,44.523139251545,40.1546105807369,11,"Erebuni"
"911","supermarket/shop(food)",10,44.5232091404741,40.1548774572655,11,"Erebuni"
"912","School/kindergarten",7,44.5297124041419,40.145249121684,11,"Erebuni"
"913","supermarket/shop(food)",10,44.5293825427696,40.1455306612961,11,"Erebuni"
"914","supermarket/shop(food)",10,44.5294797404833,40.1456013893567,11,"Erebuni"
"915","supermarket/shop(food)",10,44.5284378744168,40.1475969203366,11,"Erebuni"
"916","supermarket/shop(food)",10,44.5283523548018,40.1476719035312,11,"Erebuni"
"917","supermarket/shop(food)",10,44.5361757826112,40.1441480159226,11,"Erebuni"
"918","supermarket/shop(food)",10,44.5367472907949,40.1443534059472,11,"Erebuni"
"919","supermarket/shop(food)",10,44.5380381698582,40.1448838737997,11,"Erebuni"
"920","restaurant/cafe",6,44.528269260638,40.1516923784701,11,"Erebuni"
"921","bank/atm",10,44.5320801835678,40.1526740981747,11,"Erebuni"
"923","supermarket/shop(food)",10,44.5191324958832,40.1559678845021,11,"Erebuni"
"924","School/kindergarten",7,44.5166622186834,40.1577000912394,11,"Erebuni"
"926","supermarket/shop(food)",10,44.5189193256663,40.1564434047113,11,"Erebuni"
"928","School/kindergarten",7,44.5184924462433,40.1577187656016,11,"Erebuni"
"929","supermarket/shop(food)",10,44.5195255986515,40.1563001860094,11,"Erebuni"
"931","healthcare",10,44.5212119161029,40.1593298219411,11,"Erebuni"
"932","supermarket/shop(food)",10,44.5222786655028,40.1552712132333,11,"Erebuni"
"933","supermarket/shop(food)",10,44.523129729403,40.1550916717805,11,"Erebuni"
"934","supermarket/shop(food)",10,44.5243120021484,40.1575607199181,11,"Erebuni"
"935","School/kindergarten",7,44.5191676200108,40.161523285163,9,"Kentron"
"936","School/kindergarten",7,44.5175204691059,40.1625505842281,9,"Kentron"
"937","School/kindergarten",7,44.5262502072054,40.1634453048372,11,"Erebuni"
"938","School/kindergarten",7,44.5279908727314,40.1581094156038,11,"Erebuni"
"939","healthcare",10,44.5276264262207,40.1597742871619,11,"Erebuni"
"940","School/kindergarten",7,44.5351614948239,40.160034689978,11,"Erebuni"
"942","supermarket/shop(food)",10,44.5411230743754,40.1441565996037,11,"Erebuni"
"943","supermarket/shop(food)",10,44.5413348971194,40.1450536913062,11,"Erebuni"
"944","restaurant/cafe",6,44.5427821728736,40.1659925132012,10,"Nork-Marash"
"945","bank/atm",10,44.4908688919305,40.1709937702127,9,"Kentron"
"946","bus_stop",4,44.4915197213538,40.1714851787289,9,"Kentron"
"947","bus_stop",4,44.4920899718962,40.1722070121927,9,"Kentron"
"949","restaurant/cafe",6,44.4815060212187,40.1866801568737,9,"Kentron"
"950","mall/shop(non-food)",14,44.4875934547415,40.1795024120682,6,"Malatia-Sebastia"
"951","restaurant/cafe",6,44.488304650952,40.178887657201,6,"Malatia-Sebastia"
"952","cinema/theatre/museum",6,44.4883769653323,40.1790709792364,6,"Malatia-Sebastia"
"953","supermarket/shop(food)",10,44.4888749913259,40.1796840852382,6,"Malatia-Sebastia"
"954","mall/shop(non-food)",14,44.4874883518533,40.1800048089178,6,"Malatia-Sebastia"
"955","restaurant/cafe",6,44.4879742505905,40.179750110652,6,"Malatia-Sebastia"
"956","bus_stop",4,44.4887865971019,40.1802722033198,6,"Malatia-Sebastia"
"957","supermarket/shop(food)",10,44.4925438906092,40.1783116754979,9,"Kentron"
"958","bus_stop",4,44.4929784057122,40.178793284938,9,"Kentron"
"960","bus_stop",4,44.4932358628726,40.17915800727,9,"Kentron"
"961","supermarket/shop(food)",10,44.4934070817658,40.1789530656815,9,"Kentron"
"962","healthcare",10,44.4939730203948,40.1790101693611,9,"Kentron"
"963","bus_stop",4,44.4893524458994,40.1802538096934,9,"Kentron"
"967","School/kindergarten",7,44.498027117272,40.1719496076446,9,"Kentron"
"968","restaurant/cafe",6,44.4983011932652,40.1727527066059,9,"Kentron"
"972","bank/atm",10,44.5023802633073,40.1741406725844,9,"Kentron"
"973","bank/atm",10,44.502412512826,40.1741417021713,9,"Kentron"
"974","bank/atm",10,44.5024405402629,40.1741524785132,9,"Kentron"
"975","bank/atm",10,44.5039225808186,40.173861997157,9,"Kentron"
"976","healthcare",10,44.5042475912884,40.1737860819285,9,"Kentron"
"979","School/kindergarten",7,44.5032898075325,40.1759762639292,9,"Kentron"
"981","supermarket/shop(food)",10,44.5033312198671,40.1768677875762,9,"Kentron"
"982","healthcare",10,44.5045090010361,40.1763062711222,9,"Kentron"
"984","restaurant/cafe",6,44.5055886861761,40.1766703890933,9,"Kentron"
"985","mall/shop(non-food)",14,44.5056992687875,40.1678837218334,9,"Kentron"
"988","restaurant/cafe",6,44.5090376778779,40.1674689647269,9,"Kentron"
"989","bank/atm",10,44.5075163809443,40.1703245043932,9,"Kentron"
"990","restaurant/cafe",6,44.5084164030274,40.1696478184581,9,"Kentron"
"991","bank/atm",10,44.5093420270962,40.1695148555373,9,"Kentron"
"992","bank/atm",10,44.5088044752302,40.1709812773112,9,"Kentron"
"994","supermarket/shop(food)",10,44.5134477771022,40.1664624714531,9,"Kentron"
"995","School/kindergarten",7,44.5125034680756,40.1678025828571,9,"Kentron"
"996","bus_stop",4,44.5131578009285,40.1680230033189,9,"Kentron"
"997","bus_stop",4,44.5134601738532,40.1677868630273,9,"Kentron"
"998","bank/atm",10,44.5130313181365,40.1682673801974,9,"Kentron"
"999","bank/atm",10,44.5136208824575,40.1682412950669,9,"Kentron"
"1000","restaurant/cafe",6,44.5145730966587,40.168752287219,9,"Kentron"
"1003","bank/atm",10,44.5138002760197,40.1701023753251,9,"Kentron"
"1005","restaurant/cafe",6,44.5132349662114,40.1705375032464,9,"Kentron"
"1006","bank/atm",10,44.513725356525,40.1706945577251,9,"Kentron"
"1007","mall/shop(non-food)",14,44.5144900024949,40.1689017949422,9,"Kentron"
"1008","bank/atm",10,44.5138823820367,40.1692879873811,9,"Kentron"
"1009","restaurant/cafe",6,44.5148182468997,40.168985609734,9,"Kentron"
"1010","bank/atm",10,44.5145634846851,40.169280573825,9,"Kentron"
"1011","restaurant/cafe",6,44.515329657791,40.1690241878425,9,"Kentron"
"1013","bank/atm",10,44.5152341668762,40.1692124789008,9,"Kentron"
"1014","restaurant/cafe",6,44.5157114417867,40.1691421186503,9,"Kentron"
"1016","bank/atm",10,44.5164582112824,40.1695386749336,9,"Kentron"
"1017","healthcare",10,44.5165685243993,40.169700879995,9,"Kentron"
"1018","bank/atm",10,44.5139618829393,40.1713641631052,9,"Kentron"
"1020","bank/atm",10,44.5139931443112,40.1714599185371,9,"Kentron"
"1021","healthcare",10,44.5073911557936,40.1719487153072,9,"Kentron"
"1022","mall/shop(non-food)",14,44.5070475501975,40.1723609739665,9,"Kentron"
"1023","bank/atm",10,44.5058323092811,40.1739156731534,9,"Kentron"
"1024","bus_stop",4,44.5103027752925,40.1716944672932,9,"Kentron"
"1025","bus_stop",4,44.5104911520076,40.1720811929716,9,"Kentron"
"1026","beauty_salon",4,44.5108539815509,40.173032622113,9,"Kentron"
"1027","cinema/theatre/museum",6,44.510535079625,40.1741113636709,9,"Kentron"
"1030","restaurant/cafe",6,44.5093957463502,40.174891717755,9,"Kentron"
"1031","cinema/theatre/museum",6,44.50917709641,40.17523051589,9,"Kentron"
"1032","restaurant/cafe",6,44.5103530809484,40.1743367056477,9,"Kentron"
"1033","bank/atm",10,44.5109306976761,40.1747223866917,9,"Kentron"
"1035","bank/atm",10,44.5105921226456,40.1751084087344,9,"Kentron"
"1038","restaurant/cafe",6,44.5109875610336,40.1762210926306,9,"Kentron"
"1039","restaurant/cafe",6,44.5117707122983,40.1718911938366,9,"Kentron"
"1040","bank/atm",10,44.5131993929262,40.1715203919697,9,"Kentron"
"1041","bank/atm",10,44.5132017285459,40.1715440047369,9,"Kentron"
"1042","bank/atm",10,44.5132024471982,40.1715685784801,9,"Kentron"
"1043","bus_stop",4,44.5137215836008,40.1716035171108,9,"Kentron"
"1044","bank/atm",10,44.5132309237927,40.1719321040999,9,"Kentron"
"1045","bank/atm",10,44.5132320916025,40.1719492644379,9,"Kentron"
"1046","bank/atm",10,44.5132316424449,40.1719662188476,9,"Kentron"
"1047","mall/shop(non-food)",14,44.5130358097129,40.1723022859486,9,"Kentron"
"1048","bank/atm",10,44.5133597422044,40.1723722997185,9,"Kentron"
"1049","bus_stop",4,44.5135509036969,40.1724947550012,9,"Kentron"
"1050","restaurant/cafe",6,44.5114375271594,40.1729676197673,9,"Kentron"
"1051","healthcare",10,44.5130915950921,40.1733259212573,9,"Kentron"
"1053","mall/shop(non-food)",14,44.5133953154897,40.173460386788,9,"Kentron"
"1054","mall/shop(non-food)",14,44.513464395935,40.1735000605895,9,"Kentron"
"1056","supermarket/shop(food)",10,44.5135851295092,40.174176364921,9,"Kentron"
"1057","restaurant/cafe",6,44.5140180276446,40.1727567563971,9,"Kentron"
"1059","restaurant/cafe",6,44.5158567891997,40.1726014227076,9,"Kentron"
"1061","healthcare",10,44.5139191231318,40.1736941735951,9,"Kentron"
"1062","restaurant/cafe",6,44.5139272978009,40.1739210956622,9,"Kentron"
"1063","bank/atm",10,44.5149175107386,40.173576868454,9,"Kentron"
"1064","bank/atm",10,44.51498048264,40.1735794767625,9,"Kentron"
"1067","bank/atm",10,44.5135898007487,40.174439869879,9,"Kentron"
"1068","supermarket/shop(food)",10,44.5136171095333,40.1744794058303,9,"Kentron"
"1069","bank/atm",10,44.5136221400989,40.1745843544503,9,"Kentron"
"1071","restaurant/cafe",6,44.5133495912417,40.175333266935,9,"Kentron"
"1072","restaurant/cafe",6,44.5112001024298,40.1762907591728,9,"Kentron"
"1073","restaurant/cafe",6,44.5114605240307,40.1761873918441,9,"Kentron"
"1074","restaurant/cafe",6,44.5119558550784,40.1759956196367,9,"Kentron"
"1075","bank/atm",10,44.5118358401564,40.1762747667611,9,"Kentron"
"1076","bank/atm",10,44.5113921622376,40.1763867135641,9,"Kentron"
"1077","bank/atm",10,44.5124505573053,40.1767575574789,9,"Kentron"
"1078","restaurant/cafe",6,44.5127298435272,40.1759337774456,9,"Kentron"
"1079","restaurant/cafe",6,44.5136878967777,40.1757983558915,9,"Kentron"
"1080","bank/atm",10,44.5135625817956,40.176308673415,9,"Kentron"
"1081","bank/atm",10,44.5136092941903,40.176285885949,9,"Kentron"
"1085","mall/shop(non-food)",14,44.513921189257,40.1742830986233,9,"Kentron"
"1086","bus_stop",4,44.513883460015,40.1747941139265,9,"Kentron"
"1087","bank/atm",10,44.5139921561644,40.1748582222235,9,"Kentron"
"1088","bank/atm",10,44.5140528822776,40.1752913977905,9,"Kentron"
"1089","restaurant/cafe",6,44.5140334786675,40.1753783620339,9,"Kentron"
"1090","restaurant/cafe",6,44.514181970184,40.1757905998591,9,"Kentron"
"1091","restaurant/cafe",6,44.5140854911224,40.1759258155168,9,"Kentron"
"1092","bank/atm",10,44.5142318266822,40.1759871772543,9,"Kentron"
"1094","restaurant/cafe",6,44.5145045552025,40.1762114148097,9,"Kentron"
"1100","mall/shop(non-food)",14,44.5164520129069,40.1765683950763,9,"Kentron"
"1101","restaurant/cafe",6,44.5165349274076,40.1765047688522,9,"Kentron"
"1103","restaurant/cafe",6,44.5160505558065,40.1768769162126,9,"Kentron"
"1105","restaurant/cafe",6,44.4966167622759,40.1800914925881,9,"Kentron"
"1106","restaurant/cafe",6,44.4979910948291,40.1806242893105,9,"Kentron"
"1107","restaurant/cafe",6,44.4989673838799,40.1804929950796,9,"Kentron"
"1108","healthcare",10,44.4981571034936,40.1815005842879,9,"Kentron"
"1109","healthcare",10,44.4985981762981,40.181509712301,9,"Kentron"
"1110","bank/atm",10,44.4989637906187,40.1817690708974,9,"Kentron"
"1111","healthcare",10,44.5018484606591,40.1771859850345,9,"Kentron"
"1112","place_of_worship",3,44.5022466838246,40.1770297692125,9,"Kentron"
"1113","restaurant/cafe",6,44.5028406498904,40.1776236070567,9,"Kentron"
"1114","School/kindergarten",7,44.5025046799742,40.1779796876358,9,"Kentron"
"1116","supermarket/shop(food)",10,44.5014059505501,40.1785847732472,9,"Kentron"
"1117","restaurant/cafe",6,44.5018595997686,40.178776812675,9,"Kentron"
"1118","supermarket/shop(food)",10,44.5027137179408,40.1784470920362,9,"Kentron"
"1119","supermarket/shop(food)",10,44.502613106629,40.1786318565882,9,"Kentron"
"1120","supermarket/shop(food)",10,44.5024675795529,40.1787749595452,9,"Kentron"
"1121","healthcare",10,44.501576091465,40.1791709104705,9,"Kentron"
"1122","bank/atm",10,44.5015926204662,40.1791499084514,9,"Kentron"
"1123","mall/shop(non-food)",14,44.5039241079546,40.1771594915153,9,"Kentron"
"1124","mall/shop(non-food)",14,44.5037621417089,40.1779341824539,9,"Kentron"
"1126","restaurant/cafe",6,44.5039846544047,40.178126910074,9,"Kentron"
"1127","bank/atm",10,44.5049479178839,40.1783024784196,9,"Kentron"
"1128","supermarket/shop(food)",10,44.504222707955,40.178432610098,9,"Kentron"
"1129","mall/shop(non-food)",14,44.5039819594589,40.1785913621715,9,"Kentron"
"1130","bank/atm",10,44.5049167463435,40.1788774993201,9,"Kentron"
"1131","bus_stop",4,44.5050783532632,40.1785085201285,9,"Kentron"
"1132","healthcare",10,44.5049289634314,40.178912914628,9,"Kentron"
"1133","School/kindergarten",7,44.5042435488696,40.1796311687738,9,"Kentron"
"1134","bank/atm",10,44.505188486717,40.1791329558364,9,"Kentron"
"1135","healthcare",10,44.5001644788275,40.1822028200258,9,"Kentron"
"1136","healthcare",10,44.503152185631,40.1799306163931,9,"Kentron"
"1137","beauty_salon",4,44.5050022659586,40.1801431046654,9,"Kentron"
"1140","healthcare",10,44.497690518535,40.1836995763788,9,"Kentron"
"1141","healthcare",10,44.4992188223279,40.18267657797,9,"Kentron"
"1142","bank/atm",10,44.49937881228,40.1829475992437,9,"Kentron"
"1143","bank/atm",10,44.4993910293679,40.1829887087321,9,"Kentron"
"1144","bank/atm",10,44.4994083668529,40.1830180138112,9,"Kentron"
"1145","restaurant/cafe",6,44.5046407838883,40.1831042818513,9,"Kentron"
"1147","restaurant/cafe",6,44.5048712017586,40.1838200209701,9,"Kentron"
"1148","School/kindergarten",7,44.505294398089,40.1835380224432,9,"Kentron"
"1152","place_of_worship",3,44.5037173157762,40.1853170161546,9,"Kentron"
"1158","restaurant/cafe",6,44.5079769471904,40.1772148121679,9,"Kentron"
"1159","pub/bar",4,44.5076074701141,40.1778462605907,9,"Kentron"
"1160","supermarket/shop(food)",10,44.5073193804024,40.1781122221621,9,"Kentron"
"1161","mall/shop(non-food)",14,44.5080109933397,40.1779457818169,9,"Kentron"
"1162","beauty_salon",4,44.5081315472508,40.1779993859479,9,"Kentron"
"1164","supermarket/shop(food)",10,44.5082247923773,40.1781015150842,9,"Kentron"
"1165","supermarket/shop(food)",10,44.5066120469477,40.1784278056628,9,"Kentron"
"1166","restaurant/cafe",6,44.508950990453,40.1779444777466,9,"Kentron"
"1168","bank/atm",10,44.5108175997819,40.1772930571828,9,"Kentron"
"1169","cinema/theatre/museum",6,44.5108551493608,40.1773396609689,9,"Kentron"
"1170","mall/shop(non-food)",14,44.510659855618,40.1776212734461,9,"Kentron"
"1171","supermarket/shop(food)",10,44.5090926547733,40.1787468194192,9,"Kentron"
"1172","School/kindergarten",7,44.5090573509826,40.1796304824381,9,"Kentron"
"1175","restaurant/cafe",6,44.5100552894318,40.1790387898171,9,"Kentron"
"1176","bank/atm",10,44.5103836236681,40.1789206016692,9,"Kentron"
"1178","bank/atm",10,44.5106579691559,40.1786350824136,9,"Kentron"
"1180","restaurant/cafe",6,44.5104977995407,40.1788278766773,9,"Kentron"
"1181","mall/shop(non-food)",14,44.5110569109736,40.1788869708577,9,"Kentron"
"1182","restaurant/cafe",6,44.5097795066395,40.1792871077987,9,"Kentron"
"1183","mall/shop(non-food)",14,44.509741507903,40.1793361124008,9,"Kentron"
"1184","restaurant/cafe",6,44.5101143985775,40.1794858027099,9,"Kentron"
"1185","restaurant/cafe",6,44.5102270473141,40.1795569072069,9,"Kentron"
"1186","bank/atm",10,44.5104017696369,40.17942451277,9,"Kentron"
"1188","restaurant/cafe",6,44.510718515606,40.1790733814312,9,"Kentron"
"1191","pub/bar",4,44.5058313211343,40.1800473614856,9,"Kentron"
"1192","mall/shop(non-food)",14,44.5059823279336,40.1798411185496,9,"Kentron"
"1193","mall/shop(non-food)",14,44.506320363975,40.1801129747474,9,"Kentron"
"1194","mall/shop(non-food)",14,44.506423221075,40.1801958834645,9,"Kentron"
"1196","beauty_salon",4,44.5057107672232,40.1808540021289,9,"Kentron"
"1197","mall/shop(non-food)",14,44.5082662945434,40.1803866829418,9,"Kentron"
"1198","mall/shop(non-food)",14,44.5083087848564,40.1803577198902,9,"Kentron"
"1199","mall/shop(non-food)",14,44.5073819031462,40.1809638824103,9,"Kentron"
"1201","supermarket/shop(food)",10,44.5078099503791,40.1806485852354,9,"Kentron"
"1202","mall/shop(non-food)",14,44.5081134012821,40.1804766604947,9,"Kentron"
"1203","mall/shop(non-food)",14,44.5080476446033,40.1805440577903,9,"Kentron"
"1204","bus_stop",4,44.5081036096455,40.1810708113327,9,"Kentron"
"1205","restaurant/cafe",6,44.5081612814867,40.1810481627304,9,"Kentron"
"1206","restaurant/cafe",6,44.5059761295581,40.1820166925749,9,"Kentron"
"1208","bank/atm",10,44.5061265075367,40.1823030898015,9,"Kentron"
"1209","university",6,44.5060402692694,40.1823658870188,9,"Kentron"
"1211","School/kindergarten",7,44.5076534638566,40.1812410187693,9,"Kentron"
"1212","restaurant/cafe",6,44.5074820653004,40.1812981891552,9,"Kentron"
"1213","bank/atm",10,44.5071160018221,40.1815246053724,9,"Kentron"
"1215","supermarket/shop(food)",10,44.5077062847953,40.1821987707983,9,"Kentron"
"1216","supermarket/shop(food)",10,44.5077390733032,40.1822792062544,9,"Kentron"
"1217","restaurant/cafe",6,44.5088402281785,40.1799267729299,9,"Kentron"
"1218","bank/atm",10,44.5087575831723,40.1803879183323,9,"Kentron"
"1220","restaurant/cafe",6,44.5091472723426,40.1801775584505,9,"Kentron"
"1221","restaurant/cafe",6,44.5092193172284,40.1801457127215,9,"Kentron"
"1222","restaurant/cafe",6,44.5096226607909,40.1805175655823,9,"Kentron"
"1225","restaurant/cafe",6,44.5098290038117,40.1804871612998,9,"Kentron"
"1226","restaurant/cafe",6,44.508437064279,40.1812865903653,9,"Kentron"
"1227","mall/shop(non-food)",14,44.5085670505006,40.1813900185578,9,"Kentron"
