"","TYPE","point","lon","lat","cell","districtName"
"1693","supermarket/shop(food)",10,44.4933839052314,40.1992346142086,4,"Arabkir"
"1694","mall/shop(non-food)",14,44.4937119699732,40.1998791686109,4,"Arabkir"
"1695","bus_stop",4,44.494005359745,40.1996910998788,4,"Arabkir"
"1696","restaurant/cafe",6,44.4929733751466,40.2005080046364,4,"Arabkir"
"1698","beauty_salon",4,44.4935694971691,40.2009953571211,4,"Arabkir"
"1699","bus_stop",4,44.4940888132349,40.2003851196261,4,"Arabkir"
"1700","supermarket/shop(food)",10,44.4935054472894,40.2011220146761,4,"Arabkir"
"1701","bank/atm",10,44.4937786249673,40.2012534062016,4,"Arabkir"
"1702","supermarket/shop(food)",10,44.4942978512015,40.2014652101769,4,"Arabkir"
"1703","bank/atm",10,44.4944943127541,40.2015050734361,4,"Arabkir"
"1704","mall/shop(non-food)",14,44.4946207955461,40.2015240788028,4,"Arabkir"
"1705","supermarket/shop(food)",10,44.4899261100398,40.2020751635068,4,"Arabkir"
"1706","supermarket/shop(food)",10,44.4897773490288,40.2028309765777,4,"Arabkir"
"1707","supermarket/shop(food)",10,44.4907159088376,40.2021203780515,4,"Arabkir"
"1708","healthcare",10,44.4911933634111,40.2021817847065,4,"Arabkir"
"1709","supermarket/shop(food)",10,44.491147100174,40.2022606184201,4,"Arabkir"
"1710","supermarket/shop(food)",10,44.4908512849509,40.2039900656925,4,"Arabkir"
"1711","School/kindergarten",7,44.4919252208731,40.2040024152982,4,"Arabkir"
"1712","supermarket/shop(food)",10,44.49200732689,40.2044439122227,4,"Arabkir"
"1713","healthcare",10,44.4934558602857,40.2036155971369,4,"Arabkir"
"1715","restaurant/cafe",6,44.4954470659445,40.1894939198979,4,"Arabkir"
"1716","restaurant/cafe",6,44.4966410167886,40.1897899614428,9,"Kentron"
"1717","School/kindergarten",7,44.4970093260551,40.1930028966788,4,"Arabkir"
"1718","healthcare",10,44.4986512667314,40.1929305711127,4,"Arabkir"
"1719","healthcare",10,44.4983805145048,40.1931636732539,4,"Arabkir"
"1720","mall/shop(non-food)",14,44.4987343608952,40.1934229872938,4,"Arabkir"
"1721","bus_stop",4,44.4992813450717,40.1927004188455,4,"Arabkir"
"1723","healthcare",10,44.4987740664307,40.1929113574769,4,"Arabkir"
"1724","bank/atm",10,44.4991978915818,40.1931518706331,4,"Arabkir"
"1727","School/kindergarten",7,44.5003886983224,40.1927931934968,4,"Arabkir"
"1728","supermarket/shop(food)",10,44.5040823911077,40.1909065905227,4,"Arabkir"
"1730","cinema/theatre/museum",6,44.5050425104833,40.1907775121053,9,"Kentron"
"1732","bank/atm",10,44.5047776871376,40.1918900762775,9,"Kentron"
"1733","supermarket/shop(food)",10,44.5048890782328,40.1918657843785,9,"Kentron"
"1734","bus_stop",4,44.5049130632509,40.1919746175075,9,"Kentron"
"1735","supermarket/shop(food)",10,44.5050906601825,40.1918837631294,9,"Kentron"
"1736","bank/atm",10,44.5050346951403,40.1919073001892,9,"Kentron"
"1737","beauty_salon",4,44.5052314261876,40.1918461587137,9,"Kentron"
"1738","School/kindergarten",7,44.5054660661398,40.1917721850031,9,"Kentron"
"1739","restaurant/cafe",6,44.5040591247418,40.1929956915737,4,"Arabkir"
"1740","restaurant/cafe",6,44.504094698027,40.1930280802307,4,"Arabkir"
"1742","bus_stop",4,44.5050250831668,40.1922252212489,9,"Kentron"
"1743","university",6,44.5044128813007,40.1932488990943,9,"Kentron"
"1745","mall/shop(non-food)",14,44.4966877291834,40.1946857824038,4,"Arabkir"
"1746","bank/atm",10,44.4951616711787,40.1951865572166,4,"Arabkir"
"1748","healthcare",10,44.495289052286,40.195537673772,4,"Arabkir"
"1749","mall/shop(non-food)",14,44.4954335912152,40.1954521763377,4,"Arabkir"
"1750","mall/shop(non-food)",14,44.4953901127555,40.1954819563552,4,"Arabkir"
"1752","mall/shop(non-food)",14,44.4978841953103,40.1939665897449,4,"Arabkir"
"1754","restaurant/cafe",6,44.4984431270801,40.1936097010229,4,"Arabkir"
"1755","mall/shop(non-food)",14,44.4986229697999,40.1935121927412,4,"Arabkir"
"1756","supermarket/shop(food)",10,44.4988357806908,40.1959976151823,4,"Arabkir"
"1757","healthcare",10,44.4991501910402,40.1958957188387,4,"Arabkir"
"1758","beauty_salon",4,44.4952301228034,40.1962493019256,4,"Arabkir"
"1759","supermarket/shop(food)",10,44.4947607530674,40.1970237062586,4,"Arabkir"
"1760","School/kindergarten",7,44.4957188063179,40.1976492066155,4,"Arabkir"
"1762","supermarket/shop(food)",10,44.4970839760552,40.1979144043997,4,"Arabkir"
"1763","healthcare",10,44.4960110282798,40.1987493761086,4,"Arabkir"
"1764","supermarket/shop(food)",10,44.4968773635398,40.1986796640149,4,"Arabkir"
"1766","supermarket/shop(food)",10,44.4980096899555,40.1970180111323,4,"Arabkir"
"1770","supermarket/shop(food)",10,44.4978139470551,40.198609677392,4,"Arabkir"
"1771","bank/atm",10,44.498071494047,40.1986854962302,4,"Arabkir"
"1772","supermarket/shop(food)",10,44.5001665449526,40.1937697899667,4,"Arabkir"
"1774","restaurant/cafe",6,44.5039576151147,40.1936532743476,4,"Arabkir"
"1775","healthcare",10,44.5012049075896,40.1988724013119,4,"Arabkir"
"1776","healthcare",10,44.5022085952565,40.1980871769389,4,"Arabkir"
"1777","restaurant/cafe",6,44.507539287984,40.1885458783007,9,"Kentron"
"1778","supermarket/shop(food)",10,44.5074421801018,40.1891818876915,9,"Kentron"
"1781","restaurant/cafe",6,44.5065293121101,40.1909814572647,9,"Kentron"
"1783","bank/atm",10,44.5057714933364,40.1918607064099,9,"Kentron"
"1785","bank/atm",10,44.5089087696346,40.1918528149713,9,"Kentron"
"1786","beauty_salon",4,44.5128345870893,40.188116767603,9,"Kentron"
"1787","restaurant/cafe",6,44.5130651846227,40.1881652854527,9,"Kentron"
"1788","restaurant/cafe",6,44.5136843035166,40.1881519035881,9,"Kentron"
"1789","pub/bar",4,44.5131132444904,40.1890482768048,9,"Kentron"
"1790","bank/atm",10,44.5131914877517,40.1892186700979,9,"Kentron"
"1792","bank/atm",10,44.5141334611586,40.1881053072289,9,"Kentron"
"1793","bank/atm",10,44.5141295984029,40.1881097678538,9,"Kentron"
"1794","bank/atm",10,44.514125196658,40.1881145716033,9,"Kentron"
"1796","supermarket/shop(food)",10,44.514281593349,40.1886064051309,9,"Kentron"
"1797","bank/atm",10,44.5143879538786,40.1885189088453,9,"Kentron"
"1798","bank/atm",10,44.5144480511711,40.1885211734565,9,"Kentron"
"1799","bank/atm",10,44.5145706712074,40.1882488705778,9,"Kentron"
"1800","mall/shop(non-food)",14,44.5149048444931,40.1886528638971,9,"Kentron"
"1801","bank/atm",10,44.5150239610998,40.1886316589398,9,"Kentron"
"1803","bank/atm",10,44.5151533185007,40.1885589855894,9,"Kentron"
"1804","healthcare",10,44.514147474877,40.1887415952482,9,"Kentron"
"1805","healthcare",10,44.5140987861886,40.1888295716164,9,"Kentron"
"1806","restaurant/cafe",6,44.5140074275242,40.1889084208541,9,"Kentron"
"1807","bank/atm",10,44.5139829933485,40.1889384096176,9,"Kentron"
"1809","supermarket/shop(food)",10,44.5138572292087,40.1893294975638,9,"Kentron"
"1811","restaurant/cafe",6,44.5149974607989,40.1887265665125,9,"Kentron"
"1812","restaurant/cafe",6,44.5150075219301,40.1889052641414,9,"Kentron"
"1813","restaurant/cafe",6,44.5150075219301,40.1889052641414,9,"Kentron"
"1814","restaurant/cafe",6,44.5150075219301,40.1889052641414,9,"Kentron"
"1815","restaurant/cafe",6,44.5150075219301,40.1889052641414,9,"Kentron"
"1816","restaurant/cafe",6,44.5150129118218,40.1889852112769,9,"Kentron"
"1817","restaurant/cafe",6,44.5146022919054,40.1892579915663,9,"Kentron"
"1818","restaurant/cafe",6,44.5147403629646,40.189288391918,9,"Kentron"
"1819","restaurant/cafe",6,44.5150182118819,40.1890896570921,9,"Kentron"
"1820","pub/bar",4,44.5150209966593,40.1891564968396,9,"Kentron"
"1821","bank/atm",10,44.515020098344,40.1892722653223,9,"Kentron"
"1824","restaurant/cafe",6,44.5157021891393,40.1886081893677,9,"Kentron"
"1826","bank/atm",10,44.5159312595367,40.1884653130257,9,"Kentron"
"1828","restaurant/cafe",6,44.5156829651922,40.1887621139278,9,"Kentron"
"1829","restaurant/cafe",6,44.5157606694643,40.1891293903791,9,"Kentron"
"1830","restaurant/cafe",6,44.5157727967206,40.1892352084495,9,"Kentron"
"1831","restaurant/cafe",6,44.5157727967206,40.1892352084495,9,"Kentron"
"1832","restaurant/cafe",6,44.5157727967206,40.1892352084495,9,"Kentron"
"1833","restaurant/cafe",6,44.5157727967206,40.1892352084495,9,"Kentron"
"1835","restaurant/cafe",6,44.5160665458185,40.1892330811099,9,"Kentron"
"1836","restaurant/cafe",6,44.5142545540589,40.189532898089,9,"Kentron"
"1837","restaurant/cafe",6,44.5150300696437,40.1897343765502,9,"Kentron"
"1838","restaurant/cafe",6,44.5151192723514,40.1901295086612,9,"Kentron"
"1839","healthcare",10,44.5151476591144,40.1903598755213,9,"Kentron"
"1840","restaurant/cafe",6,44.5158990998495,40.1894646862399,9,"Kentron"
"1841","restaurant/cafe",6,44.5158280431106,40.1898707996372,9,"Kentron"
"1842","restaurant/cafe",6,44.515865682521,40.1900018698497,9,"Kentron"
"1843","restaurant/cafe",6,44.5158549027376,40.190157575443,9,"Kentron"
"1844","healthcare",10,44.5158655926895,40.1902925566002,9,"Kentron"
"1845","bus_stop",4,44.5112286688559,40.1910581767184,9,"Kentron"
"1846","bus_stop",4,44.5113405091088,40.1912383092628,9,"Kentron"
"1848","restaurant/cafe",6,44.5143316295103,40.1930673994905,9,"Kentron"
"1853","restaurant/cafe",6,44.4956711956079,40.2002883758265,4,"Arabkir"
"1857","supermarket/shop(food)",10,44.4958764606503,40.2006678028454,4,"Arabkir"
"1858","bank/atm",10,44.4955803759326,40.2012027707509,4,"Arabkir"
"1859","bank/atm",10,44.4955992405536,40.201252857308,4,"Arabkir"
"1860","bank/atm",10,44.4953657684113,40.2016567731636,4,"Arabkir"
"1861","bus_stop",4,44.4960190232859,40.2015579042255,4,"Arabkir"
"1862","bank/atm",10,44.4962745041527,40.2015987966005,4,"Arabkir"
"1863","healthcare",10,44.4979856151059,40.2000660017892,4,"Arabkir"
"1864","healthcare",10,44.498653063362,40.1998307963674,4,"Arabkir"
"1865","healthcare",10,44.4986647414607,40.1997962153381,4,"Arabkir"
"1866","healthcare",10,44.4993133250958,40.1998167992862,4,"Arabkir"
"1868","School/kindergarten",7,44.4975191199788,40.201052167798,4,"Arabkir"
"1870","healthcare",10,44.4995506599939,40.2011860980942,4,"Arabkir"
"1871","bank/atm",10,44.4952361415158,40.201784321428,4,"Arabkir"
"1872","bank/atm",10,44.4954163435618,40.2017588666833,4,"Arabkir"
"1873","mall/shop(non-food)",14,44.495712697774,40.2018722122656,4,"Arabkir"
"1874","bus_stop",4,44.4960173164868,40.2018335156111,4,"Arabkir"
"1875","bank/atm",10,44.4963964055367,40.2021480968166,4,"Arabkir"
"1877","restaurant/cafe",6,44.4966459575227,40.2022351638541,4,"Arabkir"
"1878","restaurant/cafe",6,44.4970404975954,40.2018740647645,4,"Arabkir"
"1879","beauty_salon",4,44.4965315121555,40.2035441062028,4,"Arabkir"
"1880","bus_stop",4,44.4981779444082,40.202744870848,4,"Arabkir"
"1882","mall/shop(non-food)",14,44.498690972267,40.2025290914671,4,"Arabkir"
"1884","healthcare",10,44.4993146725687,40.2022375652287,4,"Arabkir"
"1885","bank/atm",10,44.4995961147472,40.2018547850516,4,"Arabkir"
"1886","supermarket/shop(food)",10,44.4990821885732,40.2025848717036,4,"Arabkir"
"1887","healthcare",10,44.4991916033748,40.2025681993868,4,"Arabkir"
"1888","supermarket/shop(food)",10,44.4991121024721,40.2026492967904,4,"Arabkir"
"1889","supermarket/shop(food)",10,44.4991121024721,40.2026492967904,8,"Shengavit"
"1890","supermarket/shop(food)",10,44.4991121024721,40.2026492967904,4,"Arabkir"
"1891","supermarket/shop(food)",10,44.4991121024721,40.2026492967904,8,"Shengavit"
"1892","bus_stop",4,44.4991908847226,40.2028497757424,4,"Arabkir"
"1894","healthcare",10,44.4981376100519,40.2032521726711,4,"Arabkir"
"1895","School/kindergarten",7,44.4983325444686,40.2037467780023,4,"Arabkir"
"1896","bank/atm",10,44.4988664132419,40.2031712818179,4,"Arabkir"
"1897","bank/atm",10,44.5008335440511,40.1994224097527,4,"Arabkir"
"1898","restaurant/cafe",6,44.5004373870108,40.2001532773391,4,"Arabkir"
"1900","bank/atm",10,44.5004946096944,40.2006704787247,4,"Arabkir"
"1901","supermarket/shop(food)",10,44.5014527527764,40.2010320645083,4,"Arabkir"
"1903","restaurant/cafe",6,44.501628463246,40.2010873656935,4,"Arabkir"
"1904","School/kindergarten",7,44.5029475494092,40.1998896664124,4,"Arabkir"
"1905","healthcare",10,44.5016210970607,40.2017651103008,4,"Arabkir"
"1907","healthcare",10,44.5005902802722,40.2033294957289,4,"Arabkir"
"1908","restaurant/cafe",6,44.5013455837631,40.2035701091521,4,"Arabkir"
"1910","healthcare",10,44.5015111432699,40.2031166684307,4,"Arabkir"
"1911","bank/atm",10,44.5018100127649,40.2038201897774,4,"Arabkir"
"1912","bus_stop",4,44.5015890272051,40.2041003201479,4,"Arabkir"
"1913","bank/atm",10,44.5018715473619,40.2039198101153,4,"Arabkir"
"1915","healthcare",10,44.5023134286502,40.2038379595316,4,"Arabkir"
"1916","restaurant/cafe",6,44.5027023093367,40.203890582676,4,"Arabkir"
"1917","beauty_salon",4,44.5025287548238,40.2041615191833,4,"Arabkir"
"1918","restaurant/cafe",6,44.5035083676411,40.2018823667032,4,"Arabkir"
"1919","restaurant/cafe",6,44.5031033172795,40.2020842201403,4,"Arabkir"
"1921","bus_stop",4,44.5029780022974,40.2043729024219,4,"Arabkir"
"1922","healthcare",10,44.4972568119159,40.2052687868061,4,"Arabkir"
"1924","supermarket/shop(food)",10,44.4992450531342,40.2083334204681,4,"Arabkir"
"1925","healthcare",10,44.4991635759379,40.2084727561266,4,"Arabkir"
"1926","healthcare",10,44.4996901683575,40.2085279826377,4,"Arabkir"
"1927","healthcare",10,44.5011011521742,40.2054869587261,4,"Arabkir"
"1928","restaurant/cafe",6,44.5012416486847,40.2052666599694,4,"Arabkir"
"1929","supermarket/shop(food)",10,44.5010337785279,40.2057150779859,4,"Arabkir"
"1930","mall/shop(non-food)",14,44.5009985645688,40.2057946622688,4,"Arabkir"
"1931","bank/atm",10,44.5016208275661,40.2047862676099,4,"Arabkir"
"1932","bank/atm",10,44.5016096884566,40.2048004694894,4,"Arabkir"
"1933","healthcare",10,44.5016912554844,40.2046979002928,4,"Arabkir"
"1934","supermarket/shop(food)",10,44.5017918667962,40.2046583819522,4,"Arabkir"
"1935","supermarket/shop(food)",10,44.5015809423675,40.2048306570495,4,"Arabkir"
"1937","supermarket/shop(food)",10,44.5021931442336,40.2045604093001,4,"Arabkir"
"1938","bank/atm",10,44.502290791105,40.2045550578486,4,"Arabkir"
"1939","bank/atm",10,44.5024752152328,40.2044804805259,4,"Arabkir"
"1940","restaurant/cafe",6,44.5007526956755,40.2061112146899,4,"Arabkir"
"1941","beauty_salon",4,44.5008640867708,40.2059582900053,4,"Arabkir"
"1942","healthcare",10,44.5008370474807,40.2059995227604,4,"Arabkir"
"1943","beauty_salon",4,44.5011763411635,40.2063411156192,4,"Arabkir"
"1944","supermarket/shop(food)",10,44.5021776932107,40.2067867136781,4,"Arabkir"
"1945","beauty_salon",4,44.5023654411051,40.207177287058,4,"Arabkir"
"1946","beauty_salon",4,44.5040206768476,40.2047070937923,4,"Arabkir"
"1947","restaurant/cafe",6,44.5050287662595,40.2051061179144,4,"Arabkir"
"1949","restaurant/cafe",6,44.5051398878601,40.2057301715639,4,"Arabkir"
"1950","bus_stop",4,44.5055384703517,40.2057028659066,4,"Arabkir"
"1952","healthcare",10,44.5014408950147,40.209190971676,4,"Arabkir"
"1953","supermarket/shop(food)",10,44.5034741418288,40.2074587756639,4,"Arabkir"
"1954","restaurant/cafe",6,44.5037488466427,40.2085725754399,4,"Arabkir"
"1955","supermarket/shop(food)",10,44.5044745057292,40.2077406747317,4,"Arabkir"
"1956","restaurant/cafe",6,44.5033835018166,40.2091032961385,4,"Arabkir"
"1957","restaurant/cafe",6,44.5034852809383,40.2092519603047,4,"Arabkir"
"1958","restaurant/cafe",6,44.5036884798556,40.208865583723,4,"Arabkir"
"1959","restaurant/cafe",6,44.5036453607219,40.208992706801,4,"Arabkir"
"1960","restaurant/cafe",6,44.5033506234772,40.20947917505,4,"Arabkir"
"1961","restaurant/cafe",6,44.5043275413487,40.2095669187046,4,"Arabkir"
"1962","supermarket/shop(food)",10,44.5071444784166,40.2015388988684,4,"Arabkir"
"1964","supermarket/shop(food)",10,44.5106135025493,40.202150566805,4,"Arabkir"
"1966","restaurant/cafe",6,44.5101770111528,40.2044332779095,4,"Arabkir"
"1968","supermarket/shop(food)",10,44.5125888978591,40.1998577613244,4,"Arabkir"
"1969","healthcare",10,44.5131742400982,40.1998330606008,4,"Arabkir"
"1970","School/kindergarten",7,44.5115253823942,40.2008523696512,4,"Arabkir"
"1971","supermarket/shop(food)",10,44.5157547405834,40.204038160533,4,"Arabkir"
"1972","bus_stop",4,44.5059775668626,40.2055924082357,4,"Arabkir"
"1973","bank/atm",10,44.506510088163,40.2057569969603,4,"Arabkir"
"1974","bank/atm",10,44.5066710662619,40.2058173026081,4,"Arabkir"
"1975","supermarket/shop(food)",10,44.5072432930979,40.2061486739814,4,"Arabkir"
"1979","bank/atm",10,44.5083316918961,40.207072869101,4,"Arabkir"
"1980","supermarket/shop(food)",10,44.5099529713209,40.2054831167109,4,"Arabkir"
"1982","supermarket/shop(food)",10,44.5101488938844,40.2058339055187,4,"Arabkir"
"1984","restaurant/cafe",6,44.5084270929793,40.2071276851182,4,"Arabkir"
"1985","cinema/theatre/museum",6,44.509075766446,40.2065345858059,4,"Arabkir"
"1986","supermarket/shop(food)",10,44.5102857073021,40.2060878883808,4,"Arabkir"
"1989","mall/shop(non-food)",14,44.5104460565804,40.2064807984052,4,"Arabkir"
"1991","healthcare",10,44.5107204020681,40.2066866173099,4,"Arabkir"
"1992","bank/atm",10,44.5105504408164,40.2067432173992,4,"Arabkir"
"1993","supermarket/shop(food)",10,44.5109148873271,40.2066722786132,4,"Arabkir"
"1995","bus_stop",4,44.5108231693366,40.2068169689597,4,"Arabkir"
"1997","mall/shop(non-food)",14,44.5107345056181,40.2071722102359,4,"Arabkir"
"1998","bank/atm",10,44.5108774275798,40.2071663787507,4,"Arabkir"
"1999","mall/shop(non-food)",14,44.5110035510457,40.2071584204877,4,"Arabkir"
"2000","supermarket/shop(food)",10,44.5080037169859,40.2080822588161,4,"Arabkir"
"2001","mall/shop(non-food)",14,44.5078812766127,40.2084095028498,4,"Arabkir"
"2002","mall/shop(non-food)",14,44.5067510163222,40.2093989090585,4,"Arabkir"
"2003","supermarket/shop(food)",10,44.5067547892464,40.2095191708035,4,"Arabkir"
"2004","healthcare",10,44.507287849536,40.2094540662116,4,"Arabkir"
"2005","healthcare",10,44.5087172488161,40.2072260656937,4,"Arabkir"
"2007","restaurant/cafe",6,44.5106249111534,40.2072690814235,4,"Arabkir"
"2008","School/kindergarten",7,44.5100461266159,40.2085720952099,4,"Arabkir"
"2009","supermarket/shop(food)",10,44.5110133426823,40.2087639811348,4,"Arabkir"
"2010","healthcare",10,44.5103899118751,40.2095117616434,4,"Arabkir"
"2013","supermarket/shop(food)",10,44.5111992939461,40.2046673010241,4,"Arabkir"
"2014","beauty_salon",4,44.5113253275805,40.2046600971584,4,"Arabkir"
"2015","beauty_salon",4,44.5114194710222,40.2046576958696,4,"Arabkir"
"2016","mall/shop(non-food)",14,44.5123467120585,40.2046205101875,4,"Arabkir"
"2018","supermarket/shop(food)",10,44.5126400119988,40.2054751582503,4,"Arabkir"
"2019","mall/shop(non-food)",14,44.5120220609148,40.206524020427,4,"Arabkir"
"2020","mall/shop(non-food)",14,44.511124643946,40.2071534122699,4,"Arabkir"
"2021","supermarket/shop(food)",10,44.5116099138625,40.2071280967527,4,"Arabkir"
"2022","healthcare",10,44.5114758852221,40.2071313212229,4,"Arabkir"
"2024","bank/atm",10,44.5121267146454,40.2071477866002,4,"Arabkir"
"2026","restaurant/cafe",6,44.5127640693395,40.2065767786989,4,"Arabkir"
"2027","bank/atm",10,44.512634442444,40.2071373585284,4,"Arabkir"
"2029","healthcare",10,44.5135099405199,40.2070308137285,4,"Arabkir"
"2030","restaurant/cafe",6,44.5136031856464,40.2070299904583,4,"Arabkir"
"2031","School/kindergarten",7,44.5154197588139,40.2045252132077,4,"Arabkir"
"2032","bank/atm",10,44.5162031795732,40.2055778634855,4,"Arabkir"
"2033","bank/atm",10,44.5162099169379,40.2055924082357,4,"Arabkir"
"2034","supermarket/shop(food)",10,44.5139333165133,40.2065009686855,4,"Arabkir"
"2035","bank/atm",10,44.5139886527348,40.206484503151,4,"Arabkir"
"2036","bank/atm",10,44.5140134462367,40.2064947941105,4,"Arabkir"
"2037","restaurant/cafe",6,44.5141375035774,40.2064950685361,4,"Arabkir"
"2038","mall/shop(non-food)",14,44.5149448195232,40.2063905809216,4,"Arabkir"
"2039","bank/atm",10,44.5141447799312,40.2066101213566,4,"Arabkir"
"2040","healthcare",10,44.5141686751177,40.2069906106891,4,"Arabkir"
"2042","bus_stop",4,44.5151199910036,40.2065546188576,4,"Arabkir"
"2044","bank/atm",10,44.5147626411836,40.2069653637169,4,"Arabkir"
"2045","bank/atm",10,44.5152979472614,40.2069499959902,4,"Arabkir"
"2047","restaurant/cafe",6,44.5161584434721,40.2068613570696,4,"Arabkir"
"2049","supermarket/shop(food)",10,44.5112997255949,40.2095346751544,4,"Arabkir"
"2050","supermarket/shop(food)",10,44.5116239275809,40.2096237221984,4,"Arabkir"
"2051","supermarket/shop(food)",10,44.511494749843,40.2098324814894,4,"Arabkir"
"2053","bus_stop",4,44.5187243014181,40.1663856555371,9,"Kentron"
"2054","healthcare",10,44.5187008553892,40.1672764814219,9,"Kentron"
"2055","healthcare",10,44.5170948473242,40.1675875160486,9,"Kentron"
"2056","supermarket/shop(food)",10,44.5171650955795,40.1676096886237,9,"Kentron"
"2057","School/kindergarten",7,44.5182466671815,40.1676111988298,9,"Kentron"
"2058","healthcare",10,44.5187702053291,40.1677478036964,9,"Kentron"
"2060","healthcare",10,44.5189535514786,40.1682113657996,9,"Kentron"
"2061","School/kindergarten",7,44.5192130747642,40.1683823605874,9,"Kentron"
"2063","place_of_worship",3,44.5214342491357,40.1666421201327,9,"Kentron"
"2064","supermarket/shop(food)",10,44.5210117714576,40.1673436858903,9,"Kentron"
"2066","supermarket/shop(food)",10,44.5169241674203,40.1687693110718,9,"Kentron"
"2067","supermarket/shop(food)",10,44.5175014248218,40.1691134940202,9,"Kentron"
"2068","mall/shop(non-food)",14,44.5166281725341,40.1704622020846,9,"Kentron"
"2069","bank/atm",10,44.5170382534613,40.1703366542007,9,"Kentron"
"2070","supermarket/shop(food)",10,44.5172533101404,40.1705561740776,9,"Kentron"
"2071","beauty_salon",4,44.5173701809588,40.170250095355,9,"Kentron"
"2072","healthcare",10,44.5174627972646,40.1702165975325,9,"Kentron"
"2073","healthcare",10,44.5172983157361,40.1703685731763,9,"Kentron"
"2074","restaurant/cafe",6,44.5177108221146,40.1711213075043,9,"Kentron"
"2075","bank/atm",10,44.5193471932361,40.1701916800842,9,"Kentron"
"2077","bank/atm",10,44.5180565836674,40.1714555941012,9,"Kentron"
"2078","healthcare",10,44.5189743923932,40.171207110176,9,"Kentron"
"2079","supermarket/shop(food)",10,44.5198069509985,40.1689259577757,9,"Kentron"
"2080","School/kindergarten",7,44.520413762973,40.1699554100507,9,"Kentron"
"2082","supermarket/shop(food)",10,44.5196658256674,40.170655980566,9,"Kentron"
"2083","School/kindergarten",7,44.5208510628533,40.1714551822501,9,"Kentron"
"2084","place_of_worship",3,44.516955069466,40.1720019123279,9,"Kentron"
"2086","supermarket/shop(food)",10,44.5188763861957,40.1715376210535,9,"Kentron"
"2088","restaurant/cafe",6,44.5167085717521,40.1733592116253,9,"Kentron"
"2089","School/kindergarten",7,44.5171166763856,40.1740438913465,9,"Kentron"
"2090","bank/atm",10,44.5214917413139,40.1716363964738,9,"Kentron"
"2091","bank/atm",10,44.5213611262716,40.1723904895586,9,"Kentron"
"2092","restaurant/cafe",6,44.5198347089408,40.1734583962333,9,"Kentron"
"2096","healthcare",10,44.5208731614092,40.173032896674,9,"Kentron"
"2097","healthcare",10,44.5208731614092,40.173032896674,4,"Arabkir"
"2098","healthcare",10,44.5208731614092,40.173032896674,9,"Kentron"
"2099","healthcare",10,44.5208731614092,40.173032896674,4,"Arabkir"
"2100","restaurant/cafe",6,44.5208885226006,40.1738659096032,9,"Kentron"
"2101","bank/atm",10,44.5217271897499,40.1736460572335,9,"Kentron"
"2103","School/kindergarten",7,44.5188881541259,40.1745427593986,9,"Kentron"
"2104","bank/atm",10,44.5166791968423,40.1760709832961,9,"Kentron"
"2105","restaurant/cafe",6,44.5170611605011,40.1759869713425,9,"Kentron"
"2106","healthcare",10,44.5192638295777,40.1763661225044,9,"Kentron"
"2107","bus_stop",4,44.5198983096629,40.1746039164708,9,"Kentron"
"2108","bus_stop",4,44.5197614962451,40.1748313846033,9,"Kentron"
"2109","cinema/theatre/museum",6,44.5195720415517,40.1755564084481,9,"Kentron"
"2110","restaurant/cafe",6,44.5211202879439,40.1747475770306,9,"Kentron"
"2111","restaurant/cafe",6,44.5216171461276,40.1748541039193,9,"Kentron"
"2112","bank/atm",10,44.5197801812031,40.1762357809518,9,"Kentron"
"2114","restaurant/cafe",6,44.5201714873408,40.1767371724412,9,"Kentron"
"2115","restaurant/cafe",6,44.5216475091842,40.1757669885695,9,"Kentron"
"2116","university",6,44.5234437804263,40.1730565089149,9,"Kentron"
"2117","bank/atm",10,44.5221454453461,40.1741550181604,9,"Kentron"
"2118","university",6,44.5228887114122,40.1748484069314,9,"Kentron"
"2120","restaurant/cafe",6,44.5226387102687,40.1753211180219,9,"Kentron"
"2121","bank/atm",10,44.5231798553958,40.1750016076919,9,"Kentron"
"2125","restaurant/cafe",6,44.5229183558166,40.1760261632064,9,"Kentron"
"2126","bank/atm",10,44.5237011477552,40.1760061897724,9,"Kentron"
"2127","School/kindergarten",7,44.5270259922848,40.1761311094343,9,"Kentron"
"2129","bank/atm",10,44.5359769854388,40.1695542570701,10,"Nork-Marash"
"2130","restaurant/cafe",6,44.5371106593274,40.1696084169796,10,"Nork-Marash"
"2131","bank/atm",10,44.5371079643815,40.1696288728023,10,"Nork-Marash"
"2132","School/kindergarten",7,44.537887342722,40.1747411936486,10,"Nork-Marash"
"2133","bus_stop",4,44.5380606277403,40.1747970653805,10,"Nork-Marash"
"2134","bus_stop",4,44.5381961835167,40.1749093578131,10,"Nork-Marash"
"2135","restaurant/cafe",6,44.5173806912476,40.1770555077844,9,"Kentron"
"2136","mall/shop(non-food)",14,44.5173445789732,40.1773761066173,9,"Kentron"
"2137","mall/shop(non-food)",14,44.5175785002732,40.1775054850794,9,"Kentron"
"2139","restaurant/cafe",6,44.5185600893842,40.1773636148907,9,"Kentron"
"2140","supermarket/shop(food)",10,44.5185122091795,40.1778928639969,9,"Kentron"
"2141","bank/atm",10,44.518564311466,40.1778615662784,9,"Kentron"
"2142","mall/shop(non-food)",14,44.5185909914299,40.1778761856092,9,"Kentron"
"2143","restaurant/cafe",6,44.5190821003958,40.1778273858589,9,"Kentron"
"2144","mall/shop(non-food)",14,44.5192200816234,40.1782306176231,9,"Kentron"
"2145","restaurant/cafe",6,44.5172464829442,40.1787186792816,9,"Kentron"
